	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1730.439713716507
0	5000000.0	0.01	1656.9194502830505
0	5000000.0	0.05	1519.6490623950958
0	5000000.0	0.1	983.9354388713837
0	5000000.0	0.25	940.5603134632111
0	10000000.0	0.0	1807.3639605045319
0	10000000.0	0.01	1722.054127216339
0	10000000.0	0.05	1485.5706713199615
0	10000000.0	0.1	1004.9251205921173
0	10000000.0	0.25	911.8076930046082
0	25000000.0	0.0	1538.3876507282257
0	25000000.0	0.01	1276.2708520889282
0	25000000.0	0.05	1032.0462710857391
0	25000000.0	0.1	637.2927007675171
0	25000000.0	0.25	560.8955790996552
0	50000000.0	0.0	1016.7328591346741
0	50000000.0	0.01	968.5139610767365
0	50000000.0	0.05	834.8520321846008
0	50000000.0	0.1	562.9797704219818
0	50000000.0	0.25	521.228245973587
0	100000000.0	0.0	838.5995843410492
0	100000000.0	0.01	809.7179255485535
0	100000000.0	0.05	647.3751792907715
0	100000000.0	0.1	449.1470556259155
0	100000000.0	0.25	440.76456904411316
