	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	568.5476930141449
0	5000000.0	0.01	547.6726779937744
0	5000000.0	0.05	480.36236333847046
0	5000000.0	0.1	562.025395154953
0	5000000.0	0.25	383.52919006347656
0	10000000.0	0.0	567.0403547286987
0	10000000.0	0.01	547.4416868686676
0	10000000.0	0.05	597.6500234603882
0	10000000.0	0.1	504.9571158885956
0	10000000.0	0.25	371.5468611717224
0	25000000.0	0.0	742.9608917236328
0	25000000.0	0.01	621.2818012237549
0	25000000.0	0.05	595.8767530918121
0	25000000.0	0.1	578.7769954204559
0	25000000.0	0.25	410.23823261260986
0	50000000.0	0.0	698.4027712345123
0	50000000.0	0.01	713.6295211315155
0	50000000.0	0.05	670.5026788711548
0	50000000.0	0.1	470.69258069992065
0	50000000.0	0.25	480.17426800727844
0	100000000.0	0.0	775.6355602741241
0	100000000.0	0.01	719.7141869068146
0	100000000.0	0.05	745.5103907585144
0	100000000.0	0.1	448.13353753089905
0	100000000.0	0.25	456.4915347099304
