	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	353.0320007801056
0	5000000.0	0.01	388.88272070884705
0	5000000.0	0.05	323.5891680717468
0	5000000.0	0.1	316.6167812347412
0	5000000.0	0.25	320.89639687538147
0	10000000.0	0.0	421.9421980381012
0	10000000.0	0.01	426.07010650634766
0	10000000.0	0.05	350.7495093345642
0	10000000.0	0.1	295.7208948135376
0	10000000.0	0.25	295.91938996315
0	25000000.0	0.0	441.4862976074219
0	25000000.0	0.01	396.44792318344116
0	25000000.0	0.05	307.4571270942688
0	25000000.0	0.1	279.6955907344818
0	25000000.0	0.25	257.0305006504059
0	50000000.0	0.0	386.5559334754944
0	50000000.0	0.01	405.2700409889221
0	50000000.0	0.05	289.87326884269714
0	50000000.0	0.1	280.11002135276794
0	50000000.0	0.25	298.19113993644714
0	100000000.0	0.0	446.87835574150085
0	100000000.0	0.01	479.3475830554962
0	100000000.0	0.05	307.9860808849335
0	100000000.0	0.1	310.8351094722748
0	100000000.0	0.25	301.57153940200806
