	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1357.51904630661
0	5000000.0	0.01	1342.1059427261353
0	5000000.0	0.05	1221.3022191524506
0	5000000.0	0.1	1139.0470793247223
0	5000000.0	0.25	911.4837923049927
0	10000000.0	0.0	1292.560548067093
0	10000000.0	0.01	1379.0461666584015
0	10000000.0	0.05	1295.3576056957245
0	10000000.0	0.1	1127.7989523410797
0	10000000.0	0.25	955.9511363506317
0	25000000.0	0.0	1301.932282447815
0	25000000.0	0.01	1233.0406098365784
0	25000000.0	0.05	1045.0356647968292
0	25000000.0	0.1	922.6215422153473
0	25000000.0	0.25	669.992662191391
0	50000000.0	0.0	899.6568510532379
0	50000000.0	0.01	737.4847388267517
0	50000000.0	0.05	702.8701496124268
0	50000000.0	0.1	687.7231097221375
0	50000000.0	0.25	537.6294822692871
0	100000000.0	0.0	762.6835341453552
0	100000000.0	0.01	743.7501180171967
0	100000000.0	0.05	601.5593411922455
0	100000000.0	0.1	508.6238417625427
0	100000000.0	0.25	393.2927737236023
