chromhmm_state1	chromhmm_state2	count
		33834
	Enh	24077
	Het	155847
	Polyc	61114
	Prom	20338
	Tx	33229
	ZNF	9572
Enh		26355
Enh	Enh	1799420
Enh	Het	2790021
Enh	Polyc	2186798
Enh	Prom	1141805
Enh	Tx	2029495
Enh	ZNF	327514
Het		174508
Het	Enh	2982142
Het	Het	22896136
Het	Polyc	7254619
Het	Prom	2129449
Het	Tx	4130405
Het	ZNF	706413
Polyc		62868
Polyc	Enh	2162047
Polyc	Het	6812712
Polyc	Polyc	5239862
Polyc	Prom	1591154
Polyc	Tx	2892959
Polyc	ZNF	461601
Prom		19711
Prom	Enh	1076352
Prom	Het	1881502
Prom	Polyc	1523023
Prom	Prom	878070
Prom	Tx	1381207
Prom	ZNF	235201
Tx		36334
Tx	Enh	2031279
Tx	Het	3844326
Tx	Polyc	2927787
Tx	Prom	1469751
Tx	Tx	2815765
Tx	ZNF	431710
ZNF		8383
ZNF	Enh	293090
ZNF	Het	591071
ZNF	Polyc	418193
ZNF	Prom	221178
ZNF	Tx	383829
ZNF	ZNF	104133
