	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1285.0504863262177
0	5000000.0	0.01	1299.3359818458557
0	5000000.0	0.05	1147.012056350708
0	5000000.0	0.1	1135.875804901123
0	5000000.0	0.25	778.839293718338
0	10000000.0	0.0	1214.670043706894
0	10000000.0	0.01	1363.5066859722137
0	10000000.0	0.05	1267.9732353687286
0	10000000.0	0.1	1148.313865661621
0	10000000.0	0.25	804.1031165122986
0	25000000.0	0.0	1444.702687740326
0	25000000.0	0.01	1267.0813372135162
0	25000000.0	0.05	1104.9124083518982
0	25000000.0	0.1	890.6927981376648
0	25000000.0	0.25	642.5843088626862
0	50000000.0	0.0	947.7846972942352
0	50000000.0	0.01	809.1691846847534
0	50000000.0	0.05	689.6955292224884
0	50000000.0	0.1	531.4404466152191
0	50000000.0	0.25	503.1369240283966
0	100000000.0	0.0	786.8983197212219
0	100000000.0	0.01	799.4773993492126
0	100000000.0	0.05	688.6853127479553
0	100000000.0	0.1	402.8004927635193
0	100000000.0	0.25	397.3311846256256
