	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	10953.129991531372
0	5000000.0	0.01	8501.20074892044
0	5000000.0	0.05	5641.000145196915
0	5000000.0	0.1	3907.9959828853607
0	5000000.0	0.25	3156.2397000789642
0	10000000.0	0.0	4788.175597190857
0	10000000.0	0.01	4517.361401796341
0	10000000.0	0.05	4233.477233171463
0	10000000.0	0.1	4283.308530330658
0	10000000.0	0.25	3367.156005382538
0	25000000.0	0.0	5429.899667978287
0	25000000.0	0.01	4931.4274480342865
0	25000000.0	0.05	4592.35022521019
0	25000000.0	0.1	4237.392551183701
0	25000000.0	0.25	3410.077238559723
0	50000000.0	0.0	5208.289520740509
0	50000000.0	0.01	5258.0509877204895
0	50000000.0	0.05	5512.676536560059
0	50000000.0	0.1	4109.9047956466675
0	50000000.0	0.25	3962.542142868042
0	100000000.0	0.0	7010.831030368805
0	100000000.0	0.01	7617.511553287506
0	100000000.0	0.05	7593.315078496933
0	100000000.0	0.1	5307.32293510437
0	100000000.0	0.25	4795.32283449173
