	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1363.2585015296936
0	5000000.0	0.01	1302.6849677562714
0	5000000.0	0.05	1298.3958597183228
0	5000000.0	0.1	950.5517568588257
0	5000000.0	0.25	795.9125409126282
0	10000000.0	0.0	1388.1588788032532
0	10000000.0	0.01	1481.5190501213074
0	10000000.0	0.05	1303.3085374832153
0	10000000.0	0.1	930.7689487934113
0	10000000.0	0.25	851.3365957736969
0	25000000.0	0.0	1539.0351359844208
0	25000000.0	0.01	1283.6474146842957
0	25000000.0	0.05	1201.7366099357605
0	25000000.0	0.1	778.6704869270325
0	25000000.0	0.25	705.8023624420166
0	50000000.0	0.0	1118.2533481121063
0	50000000.0	0.01	1068.6221628189087
0	50000000.0	0.05	942.9231009483337
0	50000000.0	0.1	658.7907733917236
0	50000000.0	0.25	618.3744730949402
0	100000000.0	0.0	1008.9026069641113
0	100000000.0	0.01	924.0262722969055
0	100000000.0	0.05	801.9854552745819
0	100000000.0	0.1	551.4049484729767
0	100000000.0	0.25	520.5583546161652
