	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1753.5524661540985
0	5000000.0	0.01	1649.8209068775177
0	5000000.0	0.05	1531.3972809314728
0	5000000.0	0.1	1125.832999944687
0	5000000.0	0.25	978.8537094593048
0	10000000.0	0.0	1809.7085027694702
0	10000000.0	0.01	1733.7393908500671
0	10000000.0	0.05	1590.8903985023499
0	10000000.0	0.1	1019.822509765625
0	10000000.0	0.25	967.2598304748535
0	25000000.0	0.0	1524.201429605484
0	25000000.0	0.01	1277.6709127426147
0	25000000.0	0.05	1061.5622613430023
0	25000000.0	0.1	632.916496515274
0	25000000.0	0.25	568.6874408721924
0	50000000.0	0.0	1008.2436213493347
0	50000000.0	0.01	911.728328704834
0	50000000.0	0.05	883.2864191532135
0	50000000.0	0.1	556.2686619758606
0	50000000.0	0.25	492.065603017807
0	100000000.0	0.0	822.9015028476715
0	100000000.0	0.01	810.0262475013733
0	100000000.0	0.05	647.7239253520966
0	100000000.0	0.1	447.8971698284149
0	100000000.0	0.25	429.69354820251465
