	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	5303.377301692963
0	5000000.0	0.01	5078.748009681702
0	5000000.0	0.05	4381.98569726944
0	5000000.0	0.1	3267.4455292224884
0	5000000.0	0.25	1970.070944070816
0	10000000.0	0.0	2760.854017019272
0	10000000.0	0.01	2152.6627769470215
0	10000000.0	0.05	1704.2325036525726
0	10000000.0	0.1	1436.5860464572906
0	10000000.0	0.25	1069.7493703365326
0	25000000.0	0.0	1764.040471315384
0	25000000.0	0.01	1501.6691834926605
0	25000000.0	0.05	1423.9742712974548
0	25000000.0	0.1	1311.5210635662079
0	25000000.0	0.25	973.8488731384277
0	50000000.0	0.0	1742.8426356315613
0	50000000.0	0.01	1687.6277463436127
0	50000000.0	0.05	1641.4931318759918
0	50000000.0	0.1	1146.1986651420593
0	50000000.0	0.25	1067.1161499023438
0	100000000.0	0.0	1928.1386659145355
0	100000000.0	0.01	1871.1952812671661
0	100000000.0	0.05	1786.9291858673096
0	100000000.0	0.1	1218.0300118923187
0	100000000.0	0.25	1164.0738697052002
