	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1713.2021474838257
0	5000000.0	0.01	1644.7285261154175
0	5000000.0	0.05	1501.6801028251648
0	5000000.0	0.1	1061.4813899993896
0	5000000.0	0.25	954.4859001636505
0	10000000.0	0.0	1764.6600289344788
0	10000000.0	0.01	1704.996702671051
0	10000000.0	0.05	1544.9347999095917
0	10000000.0	0.1	1019.6419279575348
0	10000000.0	0.25	927.0770852565765
0	25000000.0	0.0	1489.8219952583313
0	25000000.0	0.01	1259.6191842556
0	25000000.0	0.05	1091.0873911380768
0	25000000.0	0.1	628.2058789730072
0	25000000.0	0.25	585.811030626297
0	50000000.0	0.0	1021.8813800811768
0	50000000.0	0.01	973.232183933258
0	50000000.0	0.05	863.6891043186188
0	50000000.0	0.1	593.052642583847
0	50000000.0	0.25	496.7231628894806
0	100000000.0	0.0	837.1688921451569
0	100000000.0	0.01	836.7653789520264
0	100000000.0	0.05	672.4982922077179
0	100000000.0	0.1	470.02758526802063
0	100000000.0	0.25	446.68759274482727
