exp	dist_thr	count_thr	contacts_tot	contacts_preprocessed	contacts_filtered	alpha
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	100000000	0	168557167	266140898	10763	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	100000000	0.01	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	100000000	0.01	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	100000000	0.05	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	100000000	0.05	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	100000000	0.1	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	100000000	0.1	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	100000000	0.25	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	100000000	0.25	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	25000000	0	168557167	217477028	8793776	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	25000000	0	168557167	217477028	6109	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	25000000	0.01	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	25000000	0.01	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	25000000	0.05	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	25000000	0.05	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	25000000	0.1	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	25000000	0.1	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	25000000	0.25	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	25000000	0.25	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	5000000	0	168557167	164266117	7030276	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	5000000	0	168557167	164266117	1874	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	5000000	0.01	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	5000000	0.01	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	5000000	0.05	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	5000000	0.05	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	5000000	0.1	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	5000000	0.1	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	5000000	0.25	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	5000000	0.25	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	50000000	0	168557167	247372119	9706690	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	50000000	0	168557167	247372119	8772	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	50000000	0.01	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	50000000	0.01	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	50000000	0.05	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	50000000	0.05	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	50000000	0.1	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	50000000	0.1	168557167	0	0	0.05
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	50000000	0.25	168557167	0	0	optimal
GM_set1_bio5_tec1_4DNFIROARX7U_10kb	50000000	0.25	168557167	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0	77581323	118291274	6648702	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0	77581323	118291274	3933	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.01	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.01	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.05	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.05	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.1	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.1	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.25	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.25	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0	77581323	149095735	7404715	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0	77581323	149095735	8828	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.01	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.01	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.05	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.05	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.1	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.1	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.25	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.25	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0	77581323	125886397	6879897	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0	77581323	125886397	5975	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.01	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.01	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.05	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.05	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.1	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.1	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.25	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.25	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0	77581323	106815336	5807353	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0	77581323	106815336	2815	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.01	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.01	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.05	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.05	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.1	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.1	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.25	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.25	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0	77581323	139160851	7257282	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0	77581323	139160851	7691	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.01	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.01	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.05	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.05	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.1	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.1	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.25	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.25	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0	77581323	118291274	6484878	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0	77581323	118291274	1512	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.01	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.01	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.05	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.05	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.1	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.1	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.25	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	10000000	0.25	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0	77581323	149095735	6732128	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0	77581323	149095735	4259	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.01	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.01	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.05	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.05	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.1	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.1	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.25	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	100000000	0.25	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0	77581323	125886397	6372874	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0	77581323	125886397	2516	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.01	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.01	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.05	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.05	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.1	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.1	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.25	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	25000000	0.25	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0	77581323	106815336	6040520	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0	77581323	106815336	930	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.01	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.01	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.05	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.05	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.1	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.1	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.25	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	5000000	0.25	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0	77581323	139160851	6587832	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0	77581323	139160851	3489	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.01	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.01	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.05	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.05	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.1	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.1	77581323	0	0	0.05
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.25	77581323	0	0	optimal
GM_set1_bio2_tec1_4DNFIIT7LQ6M_10kb	50000000	0.25	77581323	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0	200406690	208952322	12588639	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0	200406690	208952322	4295	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.01	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.01	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.05	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.05	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.1	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.1	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.25	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.25	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0	200406690	245809656	13130401	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0	200406690	245809656	8180	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.01	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.01	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.05	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.05	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.1	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.1	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.25	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.25	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0	200406690	223645982	12759258	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0	200406690	223645982	7438	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.01	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.01	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.05	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.05	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.1	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.1	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.25	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.25	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0	200406690	194980535	12262098	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0	200406690	194980535	3449	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.01	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.01	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.05	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.05	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.1	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.1	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.25	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.25	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0	200406690	237967056	12987204	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0	200406690	237967056	8676	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.01	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.01	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.05	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.05	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.1	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.1	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.25	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.25	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0	200406690	208952322	12659729	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0	200406690	208952322	1396	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.01	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.01	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.05	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.05	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.1	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.1	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.25	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	10000000	0.25	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0	200406690	245809656	12306022	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0	200406690	245809656	3612	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.01	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.01	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.05	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.05	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.1	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.1	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.25	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	100000000	0.25	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0	200406690	223645982	12261563	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0	200406690	223645982	2520	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.01	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.01	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.05	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.05	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.1	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.1	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.25	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	25000000	0.25	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0	200406690	194980535	12197013	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0	200406690	194980535	955	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.01	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.01	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.05	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.05	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.1	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.1	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.25	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	5000000	0.25	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0	200406690	237967056	12294728	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0	200406690	237967056	3350	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.01	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.01	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.05	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.05	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.1	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.1	200406690	0	0	0.05
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.25	200406690	0	0	optimal
HUVEC_HiC_combined_4DNFIYL35EHL_5kb	50000000	0.25	200406690	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0	92708189	154272325	6291469	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0	92708189	154272325	27306	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.01	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.01	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.05	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.05	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.1	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.1	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.25	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	10000000	0.25	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0	92708189	196915317	7049376	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0	92708189	196915317	47982	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.01	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.01	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.05	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.05	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.1	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.1	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.25	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	100000000	0.25	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0	92708189	187938336	7033922	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0	92708189	187938336	41250	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.01	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.01	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.05	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.05	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.1	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.1	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.25	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	25000000	0.25	92708189	0	0	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0	92708189	131116390	5707379	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0	92708189	131116390	19535	0.05
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.01	92708189	0	0	optimal
IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_10kb	5000000	0.01	92708189	0	0	0.05
