exp1	exp2	replicate_type	size1	size2	jaccard_index	alpha	dist_thr	quant_thr
GM_set1_bio1	GM_set1_bio3	bio	2574349	1927524	0.09152826997344568	optimal	25000000	0.1
GM_set1_bio1	GM_set1_bio3	bio	344	183	0.2607655502392344	0.05	25000000	0.1
GM_set1_bio1	GM_set1_bio3	bio	2390017	1767135	0.0864008596809229	optimal	25000000	0.25
GM_set1_bio1	GM_set1_bio3	bio	46	42	0.8333333333333334	0.05	25000000	0.25
GM_set1_bio1	GM_set1_bio3	bio	19568763	14230812	0.7675369455165574	optimal	5000000	0
GM_set1_bio1	GM_set1_bio3	bio	8356	2965	0.5377614778592774	0.05	5000000	0
GM_set1_bio1	GM_set1_bio3	bio	4143329	3304991	0.09806032910025282	optimal	5000000	0.01
GM_set1_bio1	GM_set1_bio3	bio	2470	931	0.10243111831442464	0.05	5000000	0.01
GM_set1_bio1	GM_set1_bio3	bio	4777164	3723296	0.10906836123141678	optimal	5000000	0.05
GM_set1_bio1	GM_set1_bio3	bio	1673	677	0.10849056603773585	0.05	5000000	0.05
GM_set1_bio1	GM_set1_bio3	bio	4563333	2459251	0.09783555847231268	optimal	5000000	0.1
GM_set1_bio1	GM_set1_bio3	bio	1488	327	0.06764705882352941	0.05	5000000	0.1
GM_set1_bio1	GM_set1_bio3	bio	2357638	1753550	0.08576518912340685	optimal	5000000	0.25
GM_set1_bio1	GM_set1_bio3	bio	11	9	0.6666666666666666	0.05	5000000	0.25
GM_set1_bio1	GM_set1_bio3	bio	21691615	18610320	0.8880134330156564	optimal	50000000	0
GM_set1_bio1	GM_set1_bio3	bio	27242	10818	0.39042121798852886	0.05	50000000	0
GM_set1_bio1	GM_set1_bio3	bio	5693602	4952402	0.1239234393691251	optimal	50000000	0.01
GM_set1_bio1	GM_set1_bio3	bio	9458	3721	0.09605788423153692	0.05	50000000	0.01
GM_set1_bio1	GM_set1_bio3	bio	5698402	5906663	0.12863640381985605	optimal	50000000	0.05
GM_set1_bio1	GM_set1_bio3	bio	7769	3106	0.0992621045183463	0.05	50000000	0.05
GM_set1_bio1	GM_set1_bio3	bio	2461272	1810228	0.08818377376986702	optimal	50000000	0.1
GM_set1_bio1	GM_set1_bio3	bio	100	64	0.37815126050420167	0.05	50000000	0.1
GM_set1_bio1	GM_set1_bio3	bio	2398779	1771155	0.08657480404212224	optimal	50000000	0.25
GM_set1_bio1	GM_set1_bio3	bio	46	43	0.8163265306122449	0.05	50000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	22017544	8725216	0.3273638696618069	optimal	10000000	0
GM_set1_bio1	GM_set1_bio4	bio	30842	873	0.03735322016158048	0.05	10000000	0
GM_set1_bio1	GM_set1_bio4	bio	5236892	3107514	0.06654732074977798	optimal	10000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	9628	351	0.01022474185057704	0.05	10000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	5730259	1004305	0.04090616477367133	optimal	10000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	6698	73	0.0047484790028194095	0.05	10000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	4134856	796714	0.04108770640962309	optimal	10000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	3742	17	0.004543025120256547	0.05	10000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	2634243	796635	0.04156669831045256	optimal	10000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	19	17	0.5	0.05	10000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	23622345	9083268	0.38120752565564425	optimal	100000000	0
GM_set1_bio1	GM_set1_bio4	bio	60724	1666	0.04089157309931764	0.05	100000000	0
GM_set1_bio1	GM_set1_bio4	bio	6006675	3417355	0.08436353678125474	optimal	100000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	21049	722	0.012039791744142804	0.05	100000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	6475384	798367	0.041377488639519865	optimal	100000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	16876	45	0.00266650865133918	0.05	100000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	2741649	798358	0.04157708582019178	optimal	100000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	170	45	0.22857142857142856	0.05	100000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	2695398	798237	0.04162927361576143	optimal	100000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	55	44	0.65	0.05	100000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	22350620	8962477	0.3505484124797481	optimal	25000000	0
GM_set1_bio1	GM_set1_bio4	bio	42232	1303	0.05174788007634141	0.05	25000000	0
GM_set1_bio1	GM_set1_bio4	bio	5698118	3262646	0.0755675415630601	optimal	25000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	14641	530	0.01288556549606089	0.05	25000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	6046662	935356	0.04140491156433768	optimal	25000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	10948	79	0.0047380410022779046	0.05	25000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	2812138	803064	0.04178250986684372	optimal	25000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	606	44	0.06382978723404255	0.05	25000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	2655764	802985	0.04180033994252363	optimal	25000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	55	44	0.65	0.05	25000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	20549949	8250571	0.3033224029699647	optimal	5000000	0
GM_set1_bio1	GM_set1_bio4	bio	23515	700	0.04510142425550281	0.05	5000000	0
GM_set1_bio1	GM_set1_bio4	bio	4434061	2808600	0.058411005651504165	optimal	5000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	7017	278	0.011088011088011088	0.05	5000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	5139659	1057954	0.041630860820990157	optimal	5000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	4424	74	0.00829410446088321	0.05	5000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	4632659	795952	0.040360206216506635	optimal	5000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	3904	17	0.004354508196721311	0.05	5000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	2577429	795873	0.04162450467052504	optimal	5000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	17	17	0.5454545454545454	0.05	5000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	23375300	9003959	0.3687810505977394	optimal	50000000	0
GM_set1_bio1	GM_set1_bio4	bio	53372	1487	0.044117926952284885	0.05	50000000	0
GM_set1_bio1	GM_set1_bio4	bio	6009441	3358697	0.08049300573317199	optimal	50000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	18580	639	0.012325520147484857	0.05	50000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	6440003	803603	0.04083921148261557	optimal	50000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	14615	45	0.003079028395484092	0.05	50000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	2740556	803594	0.04167370834546951	optimal	50000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	171	45	0.22727272727272727	0.05	50000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	2694305	803473	0.04172712522247557	optimal	50000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	56	44	0.639344262295082	0.05	50000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	20457384	8100274	0.3134663836104587	optimal	10000000	0
GM_set1_bio1	GM_set1_bio4	bio	12932	458	0.056493608963231814	0.05	10000000	0
GM_set1_bio1	GM_set1_bio4	bio	4720747	2438488	0.05550562500129003	optimal	10000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	3973	182	0.014899853444064484	0.05	10000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	4978952	1121562	0.04782974098285363	optimal	10000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	2991	43	0.007638658253072069	0.05	10000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	4099782	996898	0.04740218905799812	optimal	10000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	1719	13	0.0075625363583478765	0.05	10000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	2373848	996796	0.0448019719116657	optimal	10000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	12	13	0.47058823529411764	0.05	10000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	22321786	9010457	0.37201488798889365	optimal	100000000	0
GM_set1_bio1	GM_set1_bio4	bio	32273	951	0.05205826472450918	0.05	100000000	0
GM_set1_bio1	GM_set1_bio4	bio	5890205	2968989	0.07414115450367981	optimal	100000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	11157	416	0.014463534361851332	0.05	100000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	5855112	1002970	0.049784733942909415	optimal	100000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	9325	32	0.003431635388739946	0.05	100000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	2463949	1002971	0.045125313929186076	optimal	100000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	100	32	0.3069306930693069	0.05	100000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	2401456	1002897	0.045231991958320325	optimal	100000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	46	32	0.6595744680851063	0.05	100000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	20624290	8580877	0.3369663237939504	optimal	25000000	0
GM_set1_bio1	GM_set1_bio4	bio	19816	698	0.0742001361470388	0.05	25000000	0
GM_set1_bio1	GM_set1_bio4	bio	5373810	2704381	0.06439629812827213	optimal	25000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	6809	286	0.01822617680826636	0.05	25000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	5373058	1088663	0.049031430416601324	optimal	25000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	5414	49	0.00589210090222795	0.05	25000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	2574349	998754	0.04490994674124997	optimal	25000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	344	29	0.08430232558139535	0.05	25000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	2390017	998649	0.04499180946648049	optimal	25000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	46	29	0.6304347826086957	0.05	25000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	19568763	7667974	0.2916184030060946	optimal	5000000	0
GM_set1_bio1	GM_set1_bio4	bio	8356	355	0.07609635577516986	0.05	5000000	0
GM_set1_bio1	GM_set1_bio4	bio	4143329	2239037	0.049861964721594446	optimal	5000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	2470	137	0.01875732708089097	0.05	5000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	4777164	1139696	0.046278911278329504	optimal	5000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	1673	43	0.012389380530973451	0.05	5000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	4563333	994698	0.04586244972060311	optimal	5000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	1488	13	0.008736559139784945	0.05	5000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	2357638	994650	0.044665914812819243	optimal	5000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	11	13	0.4117647058823529	0.05	5000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	21691615	8837312	0.35817541116057255	optimal	50000000	0
GM_set1_bio1	GM_set1_bio4	bio	27242	851	0.059393619428312845	0.05	50000000	0
GM_set1_bio1	GM_set1_bio4	bio	5693602	2879693	0.07066000490041444	optimal	50000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	9458	370	0.01581395348837209	0.05	50000000	0.01
GM_set1_bio1	GM_set1_bio4	bio	5698402	1002657	0.04912708416473953	optimal	50000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	7769	32	0.0041189342257690826	0.05	50000000	0.05
GM_set1_bio1	GM_set1_bio4	bio	2461272	1002658	0.04508309242233072	optimal	50000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	100	32	0.3069306930693069	0.05	50000000	0.1
GM_set1_bio1	GM_set1_bio4	bio	2398779	1002584	0.045189078832217275	optimal	50000000	0.25
GM_set1_bio1	GM_set1_bio4	bio	46	32	0.6595744680851063	0.05	50000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	22017544	14039893	0.6099006282273413	optimal	10000000	0
GM_set1_bio1	GM_set1_bio5	bio	30842	5072	0.1930372388134073	0.05	10000000	0
GM_set1_bio1	GM_set1_bio5	bio	5236892	3770847	0.09421144402438529	optimal	10000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	9628	1747	0.05090539541759054	0.05	10000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	5730259	3746284	0.09954105261448014	optimal	10000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	6698	1268	0.05189488973986531	0.05	10000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	4134856	1521559	0.064734135288867	optimal	10000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	3742	16	0.00427578834847675	0.05	10000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	2634243	1521438	0.06725041219162674	optimal	10000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	19	15	0.6190476190476191	0.05	10000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	23622345	15353588	0.606855143755158	optimal	100000000	0
GM_set1_bio1	GM_set1_bio5	bio	60724	10122	0.17897854920037942	0.05	100000000	0
GM_set1_bio1	GM_set1_bio5	bio	6006675	5581989	0.10496330650763022	optimal	100000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	21049	3948	0.05575030620433332	0.05	100000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	6475384	2395152	0.07775214170551564	optimal	100000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	16876	1284	0.029828739934217988	0.05	100000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	2741649	1531472	0.06742364252687219	optimal	100000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	170	51	0.27011494252873564	0.05	100000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	2695398	1531336	0.06758676361681856	optimal	100000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	55	48	0.7457627118644068	0.05	100000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	22350620	14780670	0.6117091353691411	optimal	25000000	0
GM_set1_bio1	GM_set1_bio5	bio	42232	7796	0.2245857097397988	0.05	25000000	0
GM_set1_bio1	GM_set1_bio5	bio	5698118	4711849	0.10053544760853206	optimal	25000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	14641	2704	0.060272632801515985	0.05	25000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	6046662	3333484	0.09244986804622225	optimal	25000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	10948	1698	0.05269291600765837	0.05	25000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	2812138	1527620	0.06733986611270114	optimal	25000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	606	48	0.0756578947368421	0.05	25000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	2655764	1527490	0.06749185777472466	optimal	25000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	55	47	0.7586206896551724	0.05	25000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	20549949	13395298	0.5780085365712497	optimal	5000000	0
GM_set1_bio1	GM_set1_bio5	bio	23515	3733	0.22259613227442007	0.05	5000000	0
GM_set1_bio1	GM_set1_bio5	bio	4434061	3510023	0.08706246506323	optimal	5000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	7017	1278	0.05494086226631057	0.05	5000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	5139659	3464233	0.09543491756634187	optimal	5000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	4424	833	0.05881168177240685	0.05	5000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	4632659	1601087	0.06445327407851628	optimal	5000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	3904	73	0.013248407643312102	0.05	5000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	2577429	1516317	0.06735272799328365	optimal	5000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	17	14	0.7222222222222222	0.05	5000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	23375300	15309661	0.6083756939908014	optimal	50000000	0
GM_set1_bio1	GM_set1_bio5	bio	53372	9211	0.19529011803353832	0.05	50000000	0
GM_set1_bio1	GM_set1_bio5	bio	6009441	5348507	0.10313323128802418	optimal	50000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	18580	3388	0.05681435512579978	0.05	50000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	6440003	2950093	0.08478395229309893	optimal	50000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	14615	1563	0.040385852090032155	0.05	50000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	2740556	1530725	0.06739596010585792	optimal	50000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	171	51	0.26857142857142857	0.05	50000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	2694305	1530589	0.06755883976057782	optimal	50000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	56	48	0.7333333333333333	0.05	50000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	20457384	14285964	0.6033709078524376	optimal	10000000	0
GM_set1_bio1	GM_set1_bio5	bio	12932	2117	0.229593921071983	0.05	10000000	0
GM_set1_bio1	GM_set1_bio5	bio	4720747	3749550	0.0925548544560293	optimal	10000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	3973	727	0.05855855855855856	0.05	10000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	4978952	3746784	0.09759245634560591	optimal	10000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	2991	561	0.059665871121718374	0.05	10000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	4099782	1647821	0.0640095567542431	optimal	10000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	1719	13	0.0069767441860465115	0.05	10000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	2373848	1647709	0.06532355416463685	optimal	10000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	12	12	0.6	0.05	10000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	22321786	15322591	0.6163284550563944	optimal	100000000	0
GM_set1_bio1	GM_set1_bio5	bio	32273	4987	0.17225106182161398	0.05	100000000	0
GM_set1_bio1	GM_set1_bio5	bio	5890205	4895105	0.10787870694702674	optimal	100000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	11157	2006	0.05329279026966472	0.05	100000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	5855112	2361257	0.08099336934553106	optimal	100000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	9325	552	0.02214633136707027	0.05	100000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	2463949	1664616	0.06570702488245399	optimal	100000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	100	46	0.40384615384615385	0.05	100000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	2401456	1664457	0.06583018440095575	optimal	100000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	46	44	0.8367346938775511	0.05	100000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	20624290	14693330	0.6134426186969851	optimal	25000000	0
GM_set1_bio1	GM_set1_bio5	bio	19816	3485	0.23684908965444026	0.05	25000000	0
GM_set1_bio1	GM_set1_bio5	bio	5373810	4082253	0.10109859936906167	optimal	25000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	6809	1210	0.05861386138613861	0.05	25000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	5373058	3271339	0.09578625898461635	optimal	25000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	5414	787	0.049238578680203045	0.05	25000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	2574349	1657751	0.06542705446086687	optimal	25000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	344	44	0.11815561959654179	0.05	25000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	2390017	1657631	0.06565680234085765	optimal	25000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	46	43	0.8541666666666666	0.05	25000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	19568763	13376880	0.5722383488770085	optimal	5000000	0
GM_set1_bio1	GM_set1_bio5	bio	8356	1311	0.2656454569258968	0.05	5000000	0
GM_set1_bio1	GM_set1_bio5	bio	4143329	3358830	0.08586377749846141	optimal	5000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	2470	450	0.06375227686703097	0.05	5000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	4777164	3417128	0.09299080928056717	optimal	5000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	1673	316	0.0625	0.05	5000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	4563333	1751377	0.06615927648442695	optimal	5000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	1488	44	0.018617021276595744	0.05	5000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	2357638	1637253	0.06510487903331164	optimal	5000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	11	9	0.6666666666666666	0.05	5000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	21691615	14949031	0.6144262835949731	optimal	50000000	0
GM_set1_bio1	GM_set1_bio5	bio	27242	4397	0.19212509419743784	0.05	50000000	0
GM_set1_bio1	GM_set1_bio5	bio	5693602	4383240	0.10569135486566687	optimal	50000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	9458	1644	0.05412077478161793	0.05	50000000	0.01
GM_set1_bio1	GM_set1_bio5	bio	5698402	2878890	0.0868208108012905	optimal	50000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	7769	721	0.0339788089148703	0.05	50000000	0.05
GM_set1_bio1	GM_set1_bio5	bio	2461272	1662961	0.06566932474644627	optimal	50000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	100	46	0.40384615384615385	0.05	50000000	0.1
GM_set1_bio1	GM_set1_bio5	bio	2398779	1662803	0.0657922876665275	optimal	50000000	0.25
GM_set1_bio1	GM_set1_bio5	bio	46	44	0.8367346938775511	0.05	50000000	0.25
