	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	891.9382736682892
0	5000000.0	0.01	836.6198554039001
0	5000000.0	0.05	667.6735148429871
0	5000000.0	0.1	620.6401653289795
0	5000000.0	0.25	615.1577365398407
0	10000000.0	0.0	826.090204000473
0	10000000.0	0.01	747.5822434425354
0	10000000.0	0.05	703.750158071518
0	10000000.0	0.1	642.9674308300018
0	10000000.0	0.25	648.2636976242065
0	25000000.0	0.0	984.868485212326
0	25000000.0	0.01	830.7098150253296
0	25000000.0	0.05	847.616117477417
0	25000000.0	0.1	640.0668840408325
0	25000000.0	0.25	634.9925534725189
0	50000000.0	0.0	798.8485453128815
0	50000000.0	0.01	760.3866822719574
0	50000000.0	0.05	652.0202434062958
0	50000000.0	0.1	474.9216961860657
0	50000000.0	0.25	462.74954295158386
0	100000000.0	0.0	607.0182998180389
0	100000000.0	0.01	577.5623135566711
0	100000000.0	0.05	512.2608554363251
0	100000000.0	0.1	376.16143012046814
0	100000000.0	0.25	354.7895538806915
