chromhmm_state1	chromhmm_state2	count
		1043
	Enh	76
	Het	343
	Polyc	297
	Prom	46
	Tx	94
	ZNF	15
Enh		130
Enh	Enh	65507
Enh	Het	24581
Enh	Polyc	32737
Enh	Prom	15514
Enh	Tx	43047
Enh	ZNF	4266
Het		287
Het	Enh	24742
Het	Het	159939
Het	Polyc	29679
Het	Prom	7718
Het	Tx	19252
Het	ZNF	2220
Polyc		260
Polyc	Enh	32198
Polyc	Het	29386
Polyc	Polyc	141587
Polyc	Prom	15877
Polyc	Tx	25281
Polyc	ZNF	1948
Prom		38
Prom	Enh	15675
Prom	Het	7529
Prom	Polyc	15626
Prom	Prom	10202
Prom	Tx	20355
Prom	ZNF	1571
Tx		80
Tx	Enh	42859
Tx	Het	19490
Tx	Polyc	25415
Tx	Prom	20147
Tx	Tx	89287
Tx	ZNF	5913
ZNF		16
ZNF	Enh	4032
ZNF	Het	2165
ZNF	Polyc	2053
ZNF	Prom	1511
ZNF	Tx	5990
ZNF	ZNF	2138
