	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	621.207049369812
0	5000000.0	0.01	568.6902930736542
0	5000000.0	0.05	541.6699907779694
0	5000000.0	0.1	451.92691254615784
0	5000000.0	0.25	352.0552513599396
0	10000000.0	0.0	540.4128291606903
0	10000000.0	0.01	569.1195516586304
0	10000000.0	0.05	572.3057115077972
0	10000000.0	0.1	493.43155431747437
0	10000000.0	0.25	414.6431996822357
0	25000000.0	0.0	576.5838468074799
0	25000000.0	0.01	520.8913838863373
0	25000000.0	0.05	568.6039822101593
0	25000000.0	0.1	485.08936834335327
0	25000000.0	0.25	511.6963038444519
0	50000000.0	0.0	709.6139485836029
0	50000000.0	0.01	578.0887703895569
0	50000000.0	0.05	597.9978578090668
0	50000000.0	0.1	475.7666816711426
0	50000000.0	0.25	430.2277936935425
0	100000000.0	0.0	675.9715507030487
0	100000000.0	0.01	560.3897457122803
0	100000000.0	0.05	488.0836658477783
0	100000000.0	0.1	348.0702295303345
0	100000000.0	0.25	351.96265387535095
