	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	2578.398898601532
0	5000000.0	0.01	2321.492483139038
0	5000000.0	0.05	2097.2778441905975
0	5000000.0	0.1	2218.9315383434296
0	5000000.0	0.25	1544.61474943161
0	10000000.0	0.0	2366.047215461731
0	10000000.0	0.01	2142.9432220458984
0	10000000.0	0.05	1693.8531165122986
0	10000000.0	0.1	1129.7067201137543
0	10000000.0	0.25	852.3506760597229
0	25000000.0	0.0	1402.5937576293945
0	25000000.0	0.01	1306.1262333393097
0	25000000.0	0.05	1128.479347705841
0	25000000.0	0.1	709.421707868576
0	25000000.0	0.25	684.3421547412872
0	50000000.0	0.0	1050.1296427249908
0	50000000.0	0.01	941.4403786659241
0	50000000.0	0.05	761.0786039829254
0	50000000.0	0.1	523.6904625892639
0	50000000.0	0.25	531.9027934074402
0	100000000.0	0.0	895.1334912776947
0	100000000.0	0.01	938.0260663032532
0	100000000.0	0.05	756.5200488567352
0	100000000.0	0.1	469.3447473049164
0	100000000.0	0.25	466.79939699172974
