	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1306.2387881278992
0	5000000.0	0.01	1208.4290511608124
0	5000000.0	0.05	1174.8630266189575
0	5000000.0	0.1	1072.9260778427124
0	5000000.0	0.25	824.4698579311371
0	10000000.0	0.0	1245.7496519088745
0	10000000.0	0.01	1429.9230139255524
0	10000000.0	0.05	1326.5992052555084
0	10000000.0	0.1	1133.278011083603
0	10000000.0	0.25	920.333352804184
0	25000000.0	0.0	1452.0040545463562
0	25000000.0	0.01	1231.3716802597046
0	25000000.0	0.05	1188.562980890274
0	25000000.0	0.1	829.8041791915894
0	25000000.0	0.25	761.8228330612183
0	50000000.0	0.0	1082.39301943779
0	50000000.0	0.01	1007.0788788795471
0	50000000.0	0.05	960.6635155677795
0	50000000.0	0.1	697.6458079814911
0	50000000.0	0.25	607.3365194797516
0	100000000.0	0.0	936.4422721862793
0	100000000.0	0.01	846.4583337306976
0	100000000.0	0.05	790.7944707870483
0	100000000.0	0.1	530.2071137428284
0	100000000.0	0.25	508.54765462875366
