chromhmm_state1	chromhmm_state2	count
		49363
	Enh	13695
	Het	111450
	Polyc	25001
	Prom	9432
	Tx	20399
	ZNF	5304
Enh		12508
Enh	Enh	987183
Enh	Het	3165852
Enh	Polyc	1151691
Enh	Prom	660523
Enh	Tx	1236011
Enh	ZNF	242470
Het		110667
Het	Enh	3168322
Het	Het	31237745
Het	Polyc	5760574
Het	Prom	2035674
Het	Tx	3965482
Het	ZNF	893706
Polyc		25188
Polyc	Enh	1144633
Polyc	Het	5670865
Polyc	Polyc	2922819
Polyc	Prom	692613
Polyc	Tx	1384098
Polyc	ZNF	241139
Prom		8134
Prom	Enh	662878
Prom	Het	2016843
Prom	Polyc	700335
Prom	Prom	513679
Prom	Tx	914333
Prom	ZNF	179449
Tx		20136
Tx	Enh	1253953
Tx	Het	3968016
Tx	Polyc	1418835
Tx	Prom	919744
Tx	Tx	2076683
Tx	ZNF	343780
ZNF		5021
ZNF	Enh	241042
ZNF	Het	884640
ZNF	Polyc	246464
ZNF	Prom	178971
ZNF	Tx	343642
ZNF	ZNF	120276
