	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1442.7046370506287
0	5000000.0	0.01	1520.8271522521973
0	5000000.0	0.05	1296.5584888458252
0	5000000.0	0.1	1233.23668551445
0	5000000.0	0.25	977.164445400238
0	10000000.0	0.0	1676.1077771186829
0	10000000.0	0.01	1595.004251241684
0	10000000.0	0.05	1363.5513949394226
0	10000000.0	0.1	1454.1806864738464
0	10000000.0	0.25	994.378910779953
0	25000000.0	0.0	1490.249830007553
0	25000000.0	0.01	1374.4883284568787
0	25000000.0	0.05	1168.4770948886871
0	25000000.0	0.1	991.686445236206
0	25000000.0	0.25	781.8746480941772
0	50000000.0	0.0	1231.2253623008728
0	50000000.0	0.01	1113.1702358722687
0	50000000.0	0.05	953.3636040687561
0	50000000.0	0.1	683.1935865879059
0	50000000.0	0.25	624.4435610771179
0	100000000.0	0.0	1032.477300643921
0	100000000.0	0.01	909.7668614387512
0	100000000.0	0.05	771.5466592311859
0	100000000.0	0.1	552.563755273819
0	100000000.0	0.25	539.2899754047394
