	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1375.680881023407
0	5000000.0	0.01	1129.796545267105
0	5000000.0	0.05	1090.9209632873535
0	5000000.0	0.1	1275.0586972236633
0	5000000.0	0.25	841.193505525589
0	10000000.0	0.0	1219.0685815811157
0	10000000.0	0.01	1417.5748972892761
0	10000000.0	0.05	1261.8200726509094
0	10000000.0	0.1	1284.0329983234406
0	10000000.0	0.25	854.337051153183
0	25000000.0	0.0	1137.8725337982178
0	25000000.0	0.01	1033.3210017681122
0	25000000.0	0.05	871.8725562095642
0	25000000.0	0.1	668.3752188682556
0	25000000.0	0.25	573.8001368045807
0	50000000.0	0.0	876.5161941051483
0	50000000.0	0.01	847.5949165821075
0	50000000.0	0.05	762.134286403656
0	50000000.0	0.1	571.2110249996185
0	50000000.0	0.25	552.609192609787
0	100000000.0	0.0	948.3251278400421
0	100000000.0	0.01	899.3379020690918
0	100000000.0	0.05	792.1326608657837
0	100000000.0	0.1	542.7126779556274
0	100000000.0	0.25	556.4415326118469
