CMDLINE /home/stefano/anaconda3/envs/gt/bin/python3.10 memory_benchmark.py
MEM 403.882812 1696238980.7942
MEM 403.882812 1696238980.8947
MEM 403.882812 1696238980.9952
MEM 422.761719 1696238981.0959
MEM 422.761719 1696238981.1964
MEM 422.761719 1696238981.2968
MEM 422.761719 1696238981.3973
MEM 422.761719 1696238981.4977
MEM 422.761719 1696238981.5983
MEM 422.761719 1696238981.6987
MEM 422.761719 1696238981.7991
MEM 422.761719 1696238981.8996
MEM 422.761719 1696238982.0001
MEM 422.761719 1696238982.1005
MEM 422.761719 1696238982.2010
MEM 422.761719 1696238982.3016
MEM 433.652344 1696238982.4029
MEM 433.652344 1696238982.5037
MEM 433.652344 1696238982.6042
MEM 433.652344 1696238982.7046
MEM 433.652344 1696238982.8050
MEM 433.652344 1696238982.9054
MEM 433.652344 1696238983.0058
MEM 433.652344 1696238983.1063
MEM 433.652344 1696238983.2067
MEM 433.652344 1696238983.3072
MEM 433.652344 1696238983.4078
MEM 433.652344 1696238983.5083
MEM 433.652344 1696238983.6088
MEM 433.652344 1696238983.7093
MEM 433.652344 1696238983.8103
MEM 438.191406 1696238983.9109
MEM 438.191406 1696238984.0114
MEM 438.191406 1696238984.1119
MEM 438.191406 1696238984.2124
MEM 438.191406 1696238984.3128
MEM 438.191406 1696238984.4133
MEM 438.191406 1696238984.5138
MEM 438.191406 1696238984.6143
MEM 438.191406 1696238984.7148
MEM 438.191406 1696238984.8153
MEM 438.191406 1696238984.9158
MEM 438.191406 1696238985.0163
MEM 438.191406 1696238985.1167
MEM 438.191406 1696238985.2173
MEM 448.402344 1696238985.3181
MEM 450.277344 1696238985.4187
MEM 450.277344 1696238985.5192
MEM 450.277344 1696238985.6196
MEM 450.277344 1696238985.7201
MEM 450.277344 1696238985.8206
MEM 450.277344 1696238985.9212
MEM 450.277344 1696238986.0217
MEM 450.277344 1696238986.1222
MEM 450.277344 1696238986.2227
MEM 450.277344 1696238986.3233
MEM 450.277344 1696238986.4241
MEM 400.023438 1696238986.5245
MEM 400.023438 1696238986.6250
MEM 400.023438 1696238986.7255
MEM 400.023438 1696238986.8259
MEM 400.023438 1696238986.9264
MEM 400.023438 1696238987.0269
MEM 400.023438 1696238987.1274
MEM 400.023438 1696238987.2279
MEM 409.679688 1696238987.3284
MEM 409.679688 1696238987.4291
MEM 443.328125 1696238987.5298
MEM 443.328125 1696238987.6305
MEM 458.585938 1696238987.7314
MEM 458.585938 1696238987.8322
MEM 479.878906 1696238987.9329
MEM 479.878906 1696238988.0336
MEM 479.878906 1696238988.1345
MEM 479.878906 1696238988.2354
MEM 479.878906 1696238988.3361
MEM 479.878906 1696238988.4368
MEM 479.878906 1696238988.5378
MEM 479.878906 1696238988.6385
MEM 480.003906 1696238988.7392
MEM 480.003906 1696238988.8398
MEM 480.003906 1696238988.9406
MEM 480.003906 1696238989.0413
MEM 494.187500 1696238989.1420
MEM 494.187500 1696238989.2428
MEM 413.785156 1696238989.3434
MEM 413.785156 1696238989.4442
MEM 413.785156 1696238989.5449
MEM 438.875000 1696238989.6458
MEM 447.203125 1696238989.7465
MEM 458.578125 1696238989.8472
MEM 477.597656 1696238989.9480
MEM 477.597656 1696238990.0487
MEM 484.445312 1696238990.1494
MEM 484.445312 1696238990.2502
MEM 484.445312 1696238990.3511
MEM 484.445312 1696238990.4521
MEM 484.820312 1696238990.5530
MEM 484.820312 1696238990.6538
MEM 484.820312 1696238990.7545
MEM 485.570312 1696238990.8551
MEM 485.570312 1696238990.9558
MEM 485.570312 1696238991.0568
MEM 457.308594 1696238991.1575
MEM 486.933594 1696238991.2583
MEM 432.824219 1696238991.3590
MEM 432.824219 1696238991.4599
MEM 432.824219 1696238991.5607
MEM 432.824219 1696238991.6613
MEM 443.437500 1696238991.7621
MEM 458.687500 1696238991.8629
MEM 477.707031 1696238991.9636
MEM 477.707031 1696238992.0642
MEM 484.554688 1696238992.1649
MEM 484.554688 1696238992.2657
MEM 484.554688 1696238992.3663
MEM 484.554688 1696238992.4669
MEM 484.804688 1696238992.5676
MEM 484.804688 1696238992.6685
MEM 484.804688 1696238992.7692
MEM 484.804688 1696238992.8697
MEM 499.703125 1696238992.9704
MEM 499.703125 1696238993.0712
MEM 499.703125 1696238993.1719
MEM 499.703125 1696238993.2724
MEM 453.613281 1696238993.3730
MEM 453.613281 1696238993.4737
MEM 399.757812 1696238993.5745
MEM 399.757812 1696238993.6755
MEM 409.789062 1696238993.7762
MEM 409.789062 1696238993.8768
MEM 424.054688 1696238993.9773
MEM 424.054688 1696238994.0778
MEM 424.304688 1696238994.1785
MEM 424.304688 1696238994.2791
MEM 425.179688 1696238994.3797
MEM 425.179688 1696238994.4803
MEM 429.679688 1696238994.5808
MEM 429.679688 1696238994.6817
MEM 449.179688 1696238994.7826
MEM 461.304688 1696238994.8834
MEM 461.304688 1696238994.9846
MEM 465.429688 1696238995.0856
MEM 399.757812 1696238995.1869
MEM 440.613281 1696238995.2876
MEM 471.863281 1696238995.3881
MEM 485.335938 1696238995.4886
MEM 489.335938 1696238995.5891
MEM 510.085938 1696238995.6896
MEM 513.335938 1696238995.7902
MEM 484.250000 1696238995.8907
MEM 484.500000 1696238995.9911
MEM 484.750000 1696238996.0915
MEM 484.875000 1696238996.1919
MEM 485.125000 1696238996.2924
MEM 485.250000 1696238996.3928
MEM 485.500000 1696238996.4933
MEM 485.625000 1696238996.5937
MEM 485.875000 1696238996.6942
MEM 486.125000 1696238996.7946
MEM 486.250000 1696238996.8950
MEM 486.500000 1696238996.9954
MEM 486.750000 1696238997.0958
MEM 486.875000 1696238997.1962
MEM 487.125000 1696238997.2966
MEM 487.250000 1696238997.3971
MEM 487.500000 1696238997.4975
MEM 487.750000 1696238997.5979
MEM 487.875000 1696238997.6983
MEM 488.125000 1696238997.7987
MEM 488.375000 1696238997.8992
MEM 488.500000 1696238997.9996
MEM 488.750000 1696238998.1000
MEM 484.269531 1696238998.2005
MEM 493.144531 1696238998.3011
MEM 500.144531 1696238998.4017
MEM 516.144531 1696238998.5024
MEM 522.218750 1696238998.6035
MEM 567.968750 1696238998.7045
MEM 444.406250 1696238998.8055
MEM 454.953125 1696238998.9064
MEM 491.183594 1696238999.0071
MEM 508.683594 1696238999.1079
MEM 511.808594 1696238999.2085
MEM 511.808594 1696238999.3091
MEM 511.808594 1696238999.4096
MEM 511.808594 1696238999.5102
MEM 511.808594 1696238999.6110
MEM 511.808594 1696238999.7116
MEM 514.558594 1696238999.8121
MEM 514.683594 1696238999.9126
MEM 514.808594 1696239000.0131
MEM 514.933594 1696239000.1135
MEM 515.058594 1696239000.2143
MEM 515.183594 1696239000.3149
MEM 515.308594 1696239000.4156
MEM 515.433594 1696239000.5163
MEM 515.558594 1696239000.6170
MEM 515.683594 1696239000.7176
MEM 515.808594 1696239000.8183
MEM 515.933594 1696239000.9189
MEM 516.058594 1696239001.0194
MEM 516.308594 1696239001.1198
MEM 516.683594 1696239001.2202
MEM 516.808594 1696239001.3206
MEM 517.058594 1696239001.4211
MEM 517.308594 1696239001.5215
MEM 517.433594 1696239001.6219
MEM 517.683594 1696239001.7223
MEM 517.933594 1696239001.8228
MEM 518.058594 1696239001.9232
MEM 518.308594 1696239002.0236
MEM 518.558594 1696239002.1240
MEM 518.683594 1696239002.2244
MEM 518.933594 1696239002.3252
MEM 519.183594 1696239002.4258
MEM 519.308594 1696239002.5265
MEM 519.558594 1696239002.6271
MEM 519.808594 1696239002.7278
MEM 519.933594 1696239002.8284
MEM 520.183594 1696239002.9293
MEM 513.894531 1696239003.0300
MEM 513.894531 1696239003.1307
MEM 513.894531 1696239003.2314
MEM 513.894531 1696239003.3321
MEM 513.894531 1696239003.4327
MEM 517.695312 1696239003.5335
MEM 540.820312 1696239003.6343
MEM 567.195312 1696239003.7353
MEM 463.765625 1696239003.8360
MEM 471.265625 1696239003.9370
MEM 478.390625 1696239004.0377
MEM 478.890625 1696239004.1384
MEM 478.890625 1696239004.2392
MEM 434.746094 1696239004.3399
MEM 458.371094 1696239004.4407
MEM 465.664062 1696239004.5415
MEM 503.734375 1696239004.6424
