	dist_thr	perc_thr	alpha_mod	alpha_thr	filt_pix_num	spar_pix_num	mean_dist_filt	mean_dist_spar	median_dist_filt	median_dist_spar	experiment	resolution	init_pix_num	mean_dist_init	median_dist_init	intra_pix_num	mean_intra_init	median_intra_init
10	25000000	0.1	min	optimal	4356091	833834	218980.97744055392	116841.82343248176	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
11	25000000	0.25	min	optimal	4355846	833734	218943.538178347	116807.6089016401	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
12	5000000	0.01	min	optimal	24223488	2754148	786891.6165169937	199741.4481719937	330000.0	95000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
13	5000000	0.05	min	optimal	18333510	2272788	761450.9133821074	194212.63223846653	315000.0	95000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
14	5000000	0.1	min	optimal	4339606	832757	175416.30968341365	110746.16004428663	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
15	5000000	0.25	min	optimal	4339370	832658	175408.06153888698	110729.89750894124	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
16	50000000	0.01	min	optimal	32597490	3149494	6126972.137732076	301516.33405239065	720000.0	100000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
17	50000000	0.05	min	optimal	6145263	1036442	1937509.121253232	167764.52517362282	135000.0	80000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
18	50000000	0.1	min	optimal	4360982	834174	257831.6466337169	122565.51990352132	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
19	50000000	0.25	min	optimal	4360616	834046	256571.5233811003	120467.77995458285	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
20	10000000	0.01	max	optimal	26378499	2340534	1329553.4780049464	199952.9145912856	395000.0	90000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
21	10000000	0.05	max	optimal	18732984	1834834	1261555.2658348505	184501.3608860529	365000.0	85000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
22	10000000	0.1	max	optimal	4347447	981365	187783.56699920667	119113.29627610522	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
23	10000000	0.25	max	optimal	4347211	981325	187776.00512144453	119111.21188189436	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
24	100000000	0.01	max	optimal	34393356	2826944	9386691.486431276	302879.1479420887	855000.0	95000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
25	100000000	0.05	max	optimal	6175696	1123257	2234512.408803801	161300.15214683727	140000.0	75000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
26	100000000	0.1	max	optimal	4362322	995514	278031.8360267766	136938.84264811946	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
27	100000000	0.25	max	optimal	4361956	995436	276773.794829659	135989.16454699248	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
28	25000000	0.01	max	optimal	29799242	2565232	3159261.805887546	238132.02275661612	545000.0	90000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
29	25000000	0.05	max	optimal	9373400	1334669	2017436.0434847544	170830.0784688938	240000.0	80000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
30	25000000	0.1	max	optimal	4356091	994752	218980.97744055392	126470.2961140063	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
31	25000000	0.25	max	optimal	4355846	994660	218943.538178347	126410.19041682583	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
32	5000000	0.01	max	optimal	24223488	2164763	786891.6165169937	183151.10476296945	330000.0	85000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
33	5000000	0.05	max	optimal	18333510	1773424	761450.9133821074	171708.86093793702	315000.0	85000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
34	5000000	0.1	max	optimal	4339606	992442	175416.30968341365	117548.37058488053	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
35	5000000	0.25	max	optimal	4339370	992402	175408.06153888698	117546.2463799952	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
36	50000000	0.01	max	optimal	32597490	2726000	6126972.137732076	279287.13683052093	720000.0	95000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
37	50000000	0.05	max	optimal	6145263	1120124	1937509.121253232	156775.89713281745	135000.0	75000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
38	50000000	0.1	max	optimal	4360982	995338	257831.6466337169	132951.3793304385	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
39	50000000	0.25	max	optimal	4360616	995260	256571.5233811003	132001.22078652814	80000.0	70000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
40	10000000	0.0	min	optimal	27000012	2559853	1299422.4889603753	208152.284525713	375000.0	90000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
41	100000000	0.0	min	optimal	35295760	3160209	9147270.250591006	315250.181238013	780000.0	100000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
42	25000000	0.0	min	optimal	30542445	3034761	3082907.641153156	251527.91603688063	510000.0	100000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
43	5000000	0.0	min	optimal	24790431	2404393	769361.8878590695	191795.3221457557	315000.0	90000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
44	50000000	0.0	min	optimal	33499894	3127089	5962524.730824522	294315.85733568826	660000.0	100000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
45	10000000	0.0	max	optimal	27000012	2364947	1299422.4889603753	199952.0348658976	375000.0	90000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
46	100000000	0.0	max	optimal	35295760	2907310	9147270.250591006	304353.6275801342	780000.0	95000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
47	25000000	0.0	max	optimal	30542445	2627412	3082907.641153156	238569.7123252844	510000.0	90000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
48	5000000	0.0	max	optimal	24790431	2216216	769361.8878590695	184232.2792543687	315000.0	85000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
49	50000000	0.0	max	optimal	33499894	2816162	5962524.730824522	280890.99277669395	660000.0	95000.0	GM_set2_bio2_tec2_4DNFINOS8VK8_5kb	5000	50780452	300767161.3731402	5015000.0	36548403	11352848.524735814	790000.0
50	10000000	0.01	min	optimal	22146222	1200471	1805568.859555368	439155.01498994976	750000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
51	10000000	0.05	min	optimal	20737188	1262075	1916907.270648268	426174.1100964681	860000.0	320000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
52	10000000	0.1	min	optimal	15973604	1126336	1826943.577041224	430829.246335019	790000.0	320000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
53	10000000	0.25	min	optimal	4872594	620513	496899.4051217893	397864.1543368149	290000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
54	100000000	0.01	min	optimal	31666023	1593768	11847735.969243754	771162.1390315278	2010000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
55	100000000	0.05	min	optimal	28823968	1528379	12173300.456758764	732305.0565337525	2230000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
56	100000000	0.1	min	optimal	6262183	666607	2850444.0544136125	494831.6474324452	380000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
57	100000000	0.25	min	optimal	4943569	623804	870314.7179699525	485206.6674788876	290000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
58	25000000	0.01	min	optimal	26328410	1330365	4167188.263932383	526246.6240467841	1110000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
59	25000000	0.05	min	optimal	24918681	1391993	4393515.83055299	527463.0260353321	1280000.0	320000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
60	25000000	0.1	min	optimal	7573620	723778	2249694.2215215447	456714.9319266405	470000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
61	25000000	0.25	min	optimal	4914614	622481	629952.8854148057	427096.0238143815	290000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
62	5000000	0.01	min	optimal	19538190	1116674	1074165.0700499893	420954.7549239975	600000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
63	5000000	0.05	min	optimal	18116363	1176566	1145400.0971387026	401870.0268408232	680000.0	320000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
64	5000000	0.1	min	optimal	16294788	1221936	1135647.4536520513	419549.6081627843	670000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
65	5000000	0.25	min	optimal	4832401	619010	442541.794441314	391084.53821424535	290000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
66	50000000	0.01	min	optimal	29563703	1535955	7774032.28885096	701848.8367172215	1590000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
67	50000000	0.05	min	optimal	28260823	1611016	8124593.30253758	725905.4534529763	1830000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
68	50000000	0.1	min	optimal	6227070	665961	2481911.8670578618	486840.32548452535	380000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
69	50000000	0.25	min	optimal	4937090	623592	785014.3667626071	477759.9937138385	290000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
70	10000000	0.01	max	optimal	22146222	1179144	1805568.859555368	430223.2466942121	750000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
71	10000000	0.05	max	optimal	20737188	1198393	1916907.270648268	416028.5982978873	860000.0	320000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
72	10000000	0.1	max	optimal	15973604	1017383	1826943.577041224	403352.8277944491	790000.0	320000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
73	10000000	0.25	max	optimal	4872594	636936	496899.4051217893	400397.6380672469	290000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
74	100000000	0.01	max	optimal	31666023	1496742	11847735.969243754	659496.3327012939	2010000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
75	100000000	0.05	max	optimal	28823968	1374201	12173300.456758764	567573.9502445421	2230000.0	320000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
76	100000000	0.1	max	optimal	6262183	690762	2850444.0544136125	457168.3734774061	380000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
77	100000000	0.25	max	optimal	4943569	642455	870314.7179699525	449652.3180611872	290000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
78	25000000	0.01	max	optimal	26328410	1281034	4167188.263932383	480942.6447697719	1110000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
79	25000000	0.05	max	optimal	24918681	1380458	4393515.83055299	499040.122915728	1280000.0	320000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
80	25000000	0.1	max	optimal	7573620	733852	2249694.2215215447	425632.2255713686	470000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
81	25000000	0.25	max	optimal	4914614	639973	629952.8854148057	415325.5684224178	290000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
82	5000000	0.01	max	optimal	19538190	1090716	1074165.0700499893	416251.645707957	600000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
83	5000000	0.05	max	optimal	18116363	1100027	1145400.0971387026	400816.9254027401	680000.0	320000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
84	5000000	0.1	max	optimal	16294788	1127094	1135647.4536520513	407829.6042743551	670000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
85	5000000	0.25	max	optimal	4832401	633860	442541.794441314	394885.93695768784	290000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
86	50000000	0.01	max	optimal	29563703	1422233	7774032.28885096	604525.3907060236	1590000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
87	50000000	0.05	max	optimal	28260823	1464247	8124593.30253758	607202.4050587093	1830000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
88	50000000	0.1	max	optimal	6227070	689509	2481911.8670578618	450881.2502809971	380000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
89	50000000	0.25	max	optimal	4937090	641868	785014.3667626071	443378.23353088176	290000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
90	10000000	0.0	min	optimal	22468463	1133863	1780639.6681428542	452107.98835485417	730000.0	340000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
91	100000000	0.0	min	optimal	32143802	1313394	11672831.615251986	626151.2615407106	1910000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
92	25000000	0.0	min	optimal	26664073	1245172	4115583.70358497	519406.71650181664	1080000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
93	5000000	0.0	min	optimal	19847638	1049053	1058435.9705673794	435567.1257791551	580000.0	340000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
94	50000000	0.0	min	optimal	30029131	1303095	7654810.242094585	604457.4647282048	1510000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
95	10000000	0.0	max	optimal	22468463	1105977	1780639.6681428542	430985.9969963209	730000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
96	100000000	0.0	max	optimal	32143802	1360626	11672831.615251986	606628.5371586314	1910000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
97	25000000	0.0	max	optimal	26664073	1188042	4115583.70358497	466893.9229421182	1080000.0	330000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
98	5000000	0.0	max	optimal	19847638	1021892	1058435.9705673794	420406.6183119156	580000.0	340000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
99	50000000	0.0	max	optimal	30029131	1244721	7654810.242094585	510448.3816051951	1510000.0	320000.0	GM_set2_bio1_tec3_4DNFI6GHPTLB_10kb	10000	52257709	390429661.77564347	21060000.0	33210157	14540658.998089047	2020000.0
100	10000000	0.01	min	optimal	7710590	872367	1496983.1673062632	283600.81250207766	500000.0	120000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
101	10000000	0.05	min	optimal	3225329	476451	1130514.6854785976	225038.6713429083	300000.0	110000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
102	10000000	0.1	min	optimal	1282502	296142	243808.0096561253	147243.2481714853	110000.0	90000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
103	10000000	0.25	min	optimal	1282460	296125	243806.66063658905	147234.3773744196	110000.0	90000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
104	100000000	0.01	min	optimal	10261070	979587	9220531.88605087	419941.00575038255	1100000.0	130000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
105	100000000	0.05	min	optimal	1753227	342137	2128113.450226354	204499.65949312705	160000.0	90000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
106	100000000	0.1	min	optimal	1288855	297673	358704.64094099024	169423.7636601237	110000.0	90000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
107	100000000	0.25	min	optimal	1288793	297646	358086.426602255	168142.69299772213	110000.0	90000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
108	25000000	0.01	min	optimal	8919678	925744	3637846.723839134	346941.03337423736	720000.0	130000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
109	25000000	0.05	min	optimal	2307311	391740	1878391.456548337	232420.04901209983	230000.0	100000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
110	25000000	0.1	min	optimal	1286666	297020	294621.7588713777	154403.94586223149	110000.0	90000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
111	25000000	0.25	min	optimal	1286622	297002	294598.20366821025	154343.27041568744	110000.0	90000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
112	5000000	0.01	min	optimal	6970745	823866	870050.3332140251	260142.48676362413	400000.0	120000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
113	5000000	0.05	min	optimal	3975601	547576	762281.0337355282	230858.7301123497	320000.0	110000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
114	5000000	0.1	min	optimal	1278914	296407	224581.91872166545	145579.18672635936	110000.0	90000.0	IMR90_set1_bio1_tec3_4DNFIGSQVM9I_10kb	10000	14892791	282546253.1348221	4850000.0	10997688	10793959.16759959	970000.0
