	dist_thr	perc_thr	alpha_mod	alpha_thr	filt_pix_num	spar_pix_num	mean_dist_filt	mean_dist_spar	median_dist_filt	median_dist_spar	experiment	resolution	init_pix_num	mean_dist_init	median_dist_init	intra_pix_num	mean_intra_init	median_intra_init
523	10000000	0.25	max	optimal	12672516	1657057	508757.5707144501	305552.2320596093	210000.0	205000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
524	100000000	0.01	max	optimal	79218949	4001170	9884517.921084763	1028372.104909314	1495000.0	215000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
525	100000000	0.05	max	optimal	68243596	3600539	9760230.11236102	731835.1016333944	1520000.0	210000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
526	100000000	0.1	max	optimal	13768615	1726151	1872845.2004794965	399706.902814412	235000.0	205000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
527	100000000	0.25	max	optimal	13220836	1692129	1722823.3460425648	391300.9291844771	225000.0	205000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
528	25000000	0.01	max	optimal	68273447	3764931	4005249.738379256	583562.498223739	945000.0	215000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
529	25000000	0.05	max	optimal	62777333	3608732	4082961.8133029	517036.1459371325	1005000.0	210000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
530	25000000	0.1	max	optimal	14688574	1758038	1312838.697616256	345782.8414402874	255000.0	210000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
531	25000000	0.25	max	optimal	12962637	1669662	865662.0824913942	337233.19150822144	220000.0	205000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
532	5000000	0.01	max	optimal	51742766	3034810	973110.6168541512	333917.40339592926	495000.0	210000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
533	5000000	0.05	max	optimal	48810228	3063578	1026385.234361126	320670.11840403604	550000.0	210000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
534	5000000	0.1	max	optimal	21424938	2028213	751085.9314972113	303663.13104195666	350000.0	210000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
535	5000000	0.25	max	optimal	12473712	1639292	401966.7962511881	295171.1592565571	205000.0	205000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
536	50000000	0.01	max	optimal	75572804	3895279	7063065.673069376	809243.9013996173	1275000.0	215000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
537	50000000	0.05	max	optimal	65299112	3582086	7065761.007056268	667910.4507820304	1305000.0	210000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
538	50000000	0.1	max	optimal	13690703	1719204	1498478.0449185115	383974.5719530666	235000.0	205000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
539	50000000	0.25	max	optimal	13142924	1685182	1331963.7441409538	375216.32678250776	225000.0	205000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
540	10000000	0.0	min	optimal	58865797	3119210	1644450.1228786556	380798.4842315843	610000.0	215000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
541	100000000	0.0	min	optimal	80572533	3593837	9719224.534308732	862930.9899141224	1410000.0	210000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
542	25000000	0.0	min	optimal	69497892	3425174	3935474.739938874	533904.7067389861	900000.0	215000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
543	5000000	0.0	min	optimal	52483987	2825644	959808.4304265984	337413.42327625136	480000.0	215000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
544	50000000	0.0	min	optimal	76904729	3559276	6941532.201160218	739545.7222199121	1205000.0	210000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
545	10000000	0.0	max	optimal	58865797	2904023	1644450.1228786556	352046.3129940775	610000.0	210000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
546	100000000	0.0	max	optimal	80572533	3716043	9719224.534308732	937257.6555222854	1410000.0	215000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
547	25000000	0.0	max	optimal	69497892	3433035	3935474.739938874	541537.1719193076	900000.0	215000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
548	5000000	0.0	max	optimal	52483987	2698493	959808.4304265984	326056.33218244405	480000.0	210000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
549	50000000	0.0	max	optimal	76904729	3627928	6941532.201160218	749869.5288329867	1205000.0	215000.0	IMR90_set1_bio1_tec2_4DNFIH1ZQWOM_5kb	5000	113680544	297311904.14328945	7640000.0	82448186	11736347.156988995	1455000.0
550	10000000	0.01	min	optimal	21422679	1124316	1469766.8923667297	413785.97298268456	590000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
551	10000000	0.05	min	optimal	19587533	1122321	1586935.0264783218	409221.93383176473	690000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
552	10000000	0.1	min	optimal	19526147	1111970	1589481.9664114993	408931.6168601671	690000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
553	10000000	0.25	min	optimal	5544706	676813	425597.5898451604	390640.2063790146	280000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
554	100000000	0.01	min	optimal	25955037	1340997	6715637.800092521	447965.1110330597	880000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
555	100000000	0.05	min	optimal	24233894	1332917	7176508.976229738	456219.7421144752	1030000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
556	100000000	0.1	min	optimal	23079836	1290035	7362113.732523923	438363.8583449287	1090000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
557	100000000	0.25	min	optimal	5573825	677531	555482.9690562584	428011.544859202	280000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
558	25000000	0.01	min	optimal	23891342	1210893	3015854.833102301	425268.2689552256	730000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
559	25000000	0.05	min	optimal	22099713	1257599	3242379.434067764	423734.0201447361	850000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
560	25000000	0.1	min	optimal	21182099	1254736	3297607.9957892746	419481.8352227082	870000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
561	25000000	0.25	min	optimal	5564242	677224	478726.0259348893	401514.9935619529	280000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
562	5000000	0.01	min	optimal	19586826	1027243	926815.7362504776	412527.2209204638	510000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
563	5000000	0.05	min	optimal	17745542	1068654	1000282.4247351814	405788.0661093301	590000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
564	5000000	0.1	min	optimal	17697640	1060519	1001167.5477634306	405733.2777630575	590000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
565	5000000	0.25	min	optimal	5522528	676528	399009.27256502816	387770.3509684744	280000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
566	50000000	0.01	min	optimal	25185721	1308876	4737199.407156142	433242.6601144799	820000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
567	50000000	0.05	min	optimal	23447463	1310125	5071703.211985024	438127.8961931113	960000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
568	50000000	0.1	min	optimal	22346744	1282544	5198161.801558205	428504.7764443169	1000000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
569	50000000	0.25	min	optimal	5570793	677390	518647.352360786	411254.21101581067	280000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
570	10000000	0.01	max	optimal	21422679	1202164	1469766.8923667297	406264.21187125886	590000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
571	10000000	0.05	max	optimal	19587533	1267331	1586935.0264783218	397032.7878036598	690000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
572	10000000	0.1	max	optimal	19526147	1251861	1589481.9664114993	397298.0945967644	690000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
573	10000000	0.25	max	optimal	5544706	647247	425597.5898451604	398302.3482534488	280000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
574	100000000	0.01	max	optimal	25955037	1338336	6715637.800092521	438420.5984147479	880000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
575	100000000	0.05	max	optimal	24233894	1403145	7176508.976229738	431479.3624322504	1030000.0	360000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
576	100000000	0.1	max	optimal	23079836	1400256	7362113.732523923	431984.9870309429	1090000.0	360000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
577	100000000	0.25	max	optimal	5573825	642568	555482.9690562584	432637.3551126107	280000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
578	25000000	0.01	max	optimal	23891342	1284570	3015854.833102301	416253.1742139393	730000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
579	25000000	0.05	max	optimal	22099713	1353686	3242379.434067764	408372.1852778266	850000.0	360000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
580	25000000	0.1	max	optimal	21182099	1342211	3297607.9957892746	408633.3519841515	870000.0	360000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
581	25000000	0.25	max	optimal	5564242	648558	478726.0259348893	406948.2760215741	280000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
582	5000000	0.01	max	optimal	19586826	1119124	926815.7362504776	403748.1548067953	510000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
583	5000000	0.05	max	optimal	17745542	1178027	1000282.4247351814	395608.4707735901	590000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
584	5000000	0.1	max	optimal	17697640	1172937	1001167.5477634306	395666.3571871294	590000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
585	5000000	0.25	max	optimal	5522528	645940	399009.27256502816	395758.042542651	280000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
586	50000000	0.01	max	optimal	25185721	1313123	4737199.407156142	423760.1732663277	820000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
587	50000000	0.05	max	optimal	23447463	1404335	5071703.211985024	420915.1377698341	960000.0	360000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
588	50000000	0.1	max	optimal	22346744	1374384	5198161.801558205	416931.1269630613	1000000.0	360000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
589	50000000	0.25	max	optimal	5570793	642307	518647.352360786	415279.4224568625	280000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
590	10000000	0.0	min	optimal	21811167	1021630	1445291.797545725	425879.1832659573	570000.0	390000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
591	100000000	0.0	min	optimal	26457624	1201303	6590088.693527431	474616.8452089106	840000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
592	25000000	0.0	min	optimal	24323365	1119720	2964034.348454665	444187.8862572786	700000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
593	5000000	0.0	min	optimal	19969176	973674	910899.4953021596	421826.8229407379	490000.0	390000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
594	50000000	0.0	min	optimal	25671167	1164224	4649588.908833011	457041.2738442087	790000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
595	10000000	0.0	max	optimal	21811167	1121841	1445291.797545725	410870.6581413944	570000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
596	100000000	0.0	max	optimal	26457624	1276321	6590088.693527431	446108.10289887886	840000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
597	25000000	0.0	max	optimal	24323365	1206076	2964034.348454665	421210.3549030078	700000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
598	5000000	0.0	max	optimal	19969176	1055339	910899.4953021596	408953.17049782106	490000.0	380000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
599	50000000	0.0	max	optimal	25671167	1255836	4649588.908833011	431506.7731773894	790000.0	370000.0	H1hESC_MicroC_MNase_4DNFIR1FK55F_10kb	10000	43921020	409843389.129624	9500000.0	27253640	9099127.72862634	860000.0
600	10000000	0.01	min	optimal	58758901	3269814	1615906.558650578	319504.5803828597	585000.0	210000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
601	10000000	0.05	min	optimal	55847642	3351747	1695542.639114468	316070.8579734688	650000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
602	10000000	0.1	min	optimal	15432803	1589705	669308.1827066671	272227.4604407736	240000.0	200000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
603	10000000	0.25	min	optimal	12367051	1461285	369887.6603646253	271465.1248729714	195000.0	200000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
604	100000000	0.01	min	optimal	78788868	4062871	9143311.42909681	515177.28842486016	1295000.0	210000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
605	100000000	0.05	min	optimal	67051665	3671899	8978450.878736569	488706.6460706027	1290000.0	210000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
606	100000000	0.1	min	optimal	12927541	1492054	700841.6186806137	299800.63724235183	205000.0	200000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
607	100000000	0.25	min	optimal	12471971	1465639	555673.3671045258	295690.6475605521	195000.0	200000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
608	25000000	0.01	min	optimal	69220632	3579040	3882010.294921896	387988.0484710984	860000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
609	25000000	0.05	min	optimal	63012718	3611257	3959546.7592748497	402278.4642577363	920000.0	210000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
610	25000000	0.1	min	optimal	13986872	1532497	876058.59408737	284932.9917122187	220000.0	200000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
611	25000000	0.25	min	optimal	12440747	1464292	462020.17210059817	282080.5378981788	195000.0	200000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
612	5000000	0.01	min	optimal	52591991	2975302	938287.0923255216	296405.8556072627	470000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
613	5000000	0.05	min	optimal	49608976	3141392	989435.9752557684	292186.57843401906	520000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
614	5000000	0.1	min	optimal	24103370	2076229	755179.4809190582	286717.37558814563	350000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
615	5000000	0.25	min	optimal	12302046	1459015	334322.8711711857	268839.1174867976	190000.0	200000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
616	50000000	0.01	min	optimal	75650837	4020683	6684468.867211608	493261.7754247226	1135000.0	210000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
617	50000000	0.05	min	optimal	68989892	3766595	6769090.829349319	471675.25178576406	1205000.0	210000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
618	50000000	0.1	min	optimal	12922937	1491840	677968.0865116033	296544.4183022308	205000.0	200000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
619	50000000	0.25	min	optimal	12467367	1465425	531910.4049796561	292375.13349369634	195000.0	200000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
620	10000000	0.01	max	optimal	58758901	3100787	1615906.558650578	315548.8316353235	585000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
621	10000000	0.05	max	optimal	55847642	3282143	1695542.639114468	323236.1767905908	650000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
622	10000000	0.1	max	optimal	15432803	1656411	669308.1827066671	278509.1773720411	240000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
623	10000000	0.25	max	optimal	12367051	1520578	369887.6603646253	278398.08283429063	195000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
624	100000000	0.01	max	optimal	78788868	3821469	9143311.42909681	477112.1707385301	1295000.0	210000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
625	100000000	0.05	max	optimal	67051665	3182198	8978450.878736569	361586.6156034288	1290000.0	200000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
626	100000000	0.1	max	optimal	12927541	1551465	700841.6186806137	297187.290721995	205000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
627	100000000	0.25	max	optimal	12471971	1528042	555673.3671045258	295103.5344578225	195000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
628	25000000	0.01	max	optimal	69220632	3491978	3882010.294921896	387810.6205136459	860000.0	210000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
629	25000000	0.05	max	optimal	63012718	3271096	3959546.7592748497	354209.51723825897	920000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
630	25000000	0.1	max	optimal	13986872	1596740	876058.59408737	289046.16280671867	220000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
631	25000000	0.25	max	optimal	12440747	1525911	462020.17210059817	287431.24926683144	195000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
632	5000000	0.01	max	optimal	52591991	2895941	938287.0923255216	300117.40052715165	470000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
633	5000000	0.05	max	optimal	49608976	2964656	989435.9752557684	294703.0903416788	520000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
634	5000000	0.1	max	optimal	24103370	2077252	755179.4809190582	286996.17571676424	350000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
635	5000000	0.25	max	optimal	12302046	1515842	334322.8711711857	275925.1821759788	190000.0	205000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
636	50000000	0.01	max	optimal	75650837	3737360	6684468.867211608	454196.2213969219	1135000.0	210000.0	IMR90_set1_bio2_tec1_4DNFIPAEWHQC_5kb	5000	117421978	323513704.3343794	8610000.0	81804713	10906067.04041612	1265000.0
