	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	767.3556263446808
0	5000000.0	0.01	754.5526213645935
0	5000000.0	0.05	599.4206159114838
0	5000000.0	0.1	499.41403126716614
0	5000000.0	0.25	528.0440490245819
0	10000000.0	0.0	726.7594308853149
0	10000000.0	0.01	682.8849618434906
0	10000000.0	0.05	619.9160306453705
0	10000000.0	0.1	537.9207668304443
0	10000000.0	0.25	511.3382740020752
0	25000000.0	0.0	719.1873414516449
0	25000000.0	0.01	845.1313953399658
0	25000000.0	0.05	739.9586229324341
0	25000000.0	0.1	511.95619535446167
0	25000000.0	0.25	574.70161485672
0	50000000.0	0.0	753.6967759132385
0	50000000.0	0.01	795.250607252121
0	50000000.0	0.05	616.0538635253906
0	50000000.0	0.1	446.41743087768555
0	50000000.0	0.25	430.56634187698364
0	100000000.0	0.0	573.8959124088287
0	100000000.0	0.01	525.1011049747467
0	100000000.0	0.05	497.57185220718384
0	100000000.0	0.1	357.74136090278625
0	100000000.0	0.25	341.67226123809814
