	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1049.786410331726
0	5000000.0	0.01	1079.9444496631622
0	5000000.0	0.05	953.2916042804718
0	5000000.0	0.1	630.5197465419769
0	5000000.0	0.25	692.8710730075836
0	10000000.0	0.0	965.9477858543396
0	10000000.0	0.01	965.6493926048279
0	10000000.0	0.05	820.7528026103973
0	10000000.0	0.1	695.9841465950012
0	10000000.0	0.25	647.9067299365997
0	25000000.0	0.0	1176.7441732883453
0	25000000.0	0.01	1032.602278470993
0	25000000.0	0.05	667.0288684368134
0	25000000.0	0.1	655.6260812282562
0	25000000.0	0.25	629.9526283740997
0	50000000.0	0.0	1078.680044412613
0	50000000.0	0.01	1014.5043196678162
0	50000000.0	0.05	619.7545726299286
0	50000000.0	0.1	493.4709641933441
0	50000000.0	0.25	478.1017847061157
0	100000000.0	0.0	821.6199133396149
0	100000000.0	0.01	692.5031368732452
0	100000000.0	0.05	404.8037586212158
0	100000000.0	0.1	373.71205139160156
0	100000000.0	0.25	370.37124371528625
