chromhmm_state1	chromhmm_state2	count
		28349
	Enh	17413
	Het	131533
	Polyc	30647
	Prom	13452
	Tx	21040
	ZNF	9048
Enh		18478
Enh	Enh	1000915
Enh	Het	3059672
Enh	Polyc	1213002
Enh	Prom	760672
Enh	Tx	1111185
Enh	ZNF	328451
Het		150458
Het	Enh	3211413
Het	Het	24764306
Het	Polyc	5652141
Het	Prom	2342225
Het	Tx	3567404
Het	ZNF	1139990
Polyc		33688
Polyc	Enh	1239688
Polyc	Het	5505112
Polyc	Polyc	2531808
Polyc	Prom	882067
Polyc	Tx	1385236
Polyc	ZNF	383743
Prom		13565
Prom	Enh	754051
Prom	Het	2178178
Prom	Polyc	849060
Prom	Prom	665516
Prom	Tx	908386
Prom	ZNF	266169
Tx		22699
Tx	Enh	1128004
Tx	Het	3398499
Tx	Polyc	1371565
Tx	Prom	926820
Tx	Tx	1516953
Tx	ZNF	399763
ZNF		10141
ZNF	Enh	333562
ZNF	Het	1086347
ZNF	Polyc	381685
ZNF	Prom	273672
ZNF	Tx	403755
ZNF	ZNF	159797
