	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1052.8413262367249
0	5000000.0	0.01	921.0491142272949
0	5000000.0	0.05	610.8205308914185
0	5000000.0	0.1	612.0180599689484
0	5000000.0	0.25	683.4195854663849
0	10000000.0	0.0	995.9405312538147
0	10000000.0	0.01	863.2653884887695
0	10000000.0	0.05	666.4722375869751
0	10000000.0	0.1	689.3243751525879
0	10000000.0	0.25	851.5378227233887
0	25000000.0	0.0	1057.7067017555237
0	25000000.0	0.01	1010.9298486709595
0	25000000.0	0.05	820.9366493225098
0	25000000.0	0.1	720.3862113952637
0	25000000.0	0.25	578.9300665855408
0	50000000.0	0.0	862.2651877403259
0	50000000.0	0.01	777.2787146568298
0	50000000.0	0.05	528.3478915691376
0	50000000.0	0.1	440.4081027507782
0	50000000.0	0.25	412.595379114151
0	100000000.0	0.0	675.9414639472961
0	100000000.0	0.01	610.8237380981445
0	100000000.0	0.05	451.4360146522522
0	100000000.0	0.1	417.0916106700897
0	100000000.0	0.25	407.32521176338196
