	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	992.7934427261353
0	5000000.0	0.01	970.3797657489777
0	5000000.0	0.05	949.0027062892914
0	5000000.0	0.1	921.067390203476
0	5000000.0	0.25	657.5864994525909
0	10000000.0	0.0	988.0136783123016
0	10000000.0	0.01	974.7534339427948
0	10000000.0	0.05	1072.5855031013489
0	10000000.0	0.1	1163.8463344573975
0	10000000.0	0.25	759.3442361354828
0	25000000.0	0.0	1107.282104730606
0	25000000.0	0.01	1119.7885541915894
0	25000000.0	0.05	1143.196689605713
0	25000000.0	0.1	917.3100953102112
0	25000000.0	0.25	683.4282791614532
0	50000000.0	0.0	1116.8954641819
0	50000000.0	0.01	949.6484460830688
0	50000000.0	0.05	862.8473484516144
0	50000000.0	0.1	595.6793644428253
0	50000000.0	0.25	549.5699059963226
0	100000000.0	0.0	893.7125678062439
0	100000000.0	0.01	839.9966313838959
0	100000000.0	0.05	794.6829326152802
0	100000000.0	0.1	532.58278632164
0	100000000.0	0.25	490.8351893424988
