	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1272.6128466129303
0	5000000.0	0.01	1184.2422904968262
0	5000000.0	0.05	1161.6679863929749
0	5000000.0	0.1	1049.5259172916412
0	5000000.0	0.25	816.2425050735474
0	10000000.0	0.0	1244.665453672409
0	10000000.0	0.01	1367.567245721817
0	10000000.0	0.05	1306.8907685279846
0	10000000.0	0.1	1072.4433677196503
0	10000000.0	0.25	877.3119645118713
0	25000000.0	0.0	1435.6373012065887
0	25000000.0	0.01	1209.9832332134247
0	25000000.0	0.05	1160.7075362205505
0	25000000.0	0.1	849.585119009018
0	25000000.0	0.25	726.9901113510132
0	50000000.0	0.0	1097.427392244339
0	50000000.0	0.01	941.1856210231781
0	50000000.0	0.05	957.8817365169525
0	50000000.0	0.1	665.8453276157379
0	50000000.0	0.25	661.5566010475159
0	100000000.0	0.0	955.7718510627747
0	100000000.0	0.01	805.6707582473755
0	100000000.0	0.05	799.471159696579
0	100000000.0	0.1	520.2660505771637
0	100000000.0	0.25	502.0687596797943
