	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	364.3730843067169
0	5000000.0	0.01	403.4307963848114
0	5000000.0	0.05	279.56472659111023
0	5000000.0	0.1	315.03192925453186
0	5000000.0	0.25	321.4672260284424
0	10000000.0	0.0	442.8114085197449
0	10000000.0	0.01	417.4438157081604
0	10000000.0	0.05	307.04367089271545
0	10000000.0	0.1	301.95683193206787
0	10000000.0	0.25	291.9421811103821
0	25000000.0	0.0	427.63491344451904
0	25000000.0	0.01	425.0702247619629
0	25000000.0	0.05	311.00284814834595
0	25000000.0	0.1	316.74490427970886
0	25000000.0	0.25	254.8985595703125
0	50000000.0	0.0	403.6293215751648
0	50000000.0	0.01	449.97126173973083
0	50000000.0	0.05	288.58463764190674
0	50000000.0	0.1	286.03508734703064
0	50000000.0	0.25	329.83609080314636
0	100000000.0	0.0	503.72567868232727
0	100000000.0	0.01	488.31366753578186
0	100000000.0	0.05	314.6295804977417
0	100000000.0	0.1	326.2389922142029
0	100000000.0	0.25	325.2660663127899
