	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	795.0005397796631
0	5000000.0	0.01	829.9594988822937
0	5000000.0	0.05	789.3332195281982
0	5000000.0	0.1	739.3325626850128
0	5000000.0	0.25	544.9223656654358
0	10000000.0	0.0	805.129890203476
0	10000000.0	0.01	725.7985103130341
0	10000000.0	0.05	725.0253446102142
0	10000000.0	0.1	672.6272225379944
0	10000000.0	0.25	573.241251707077
0	25000000.0	0.0	898.7118163108826
0	25000000.0	0.01	846.9028213024139
0	25000000.0	0.05	829.4512195587158
0	25000000.0	0.1	745.6073327064514
0	25000000.0	0.25	510.90934896469116
0	50000000.0	0.0	866.877881526947
0	50000000.0	0.01	798.2797045707703
0	50000000.0	0.05	723.0750432014465
0	50000000.0	0.1	708.697747707367
0	50000000.0	0.25	473.65740180015564
0	100000000.0	0.0	674.6804513931274
0	100000000.0	0.01	646.5417885780334
0	100000000.0	0.05	576.8743965625763
0	100000000.0	0.1	519.1014955043793
0	100000000.0	0.25	366.1312494277954
