	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	531.1967177391052
0	5000000.0	0.01	537.8782200813293
0	5000000.0	0.05	536.7561769485474
0	5000000.0	0.1	393.2543525695801
0	5000000.0	0.25	309.7936038970947
0	10000000.0	0.0	419.28424620628357
0	10000000.0	0.01	491.59250378608704
0	10000000.0	0.05	525.850118637085
0	10000000.0	0.1	430.3955419063568
0	10000000.0	0.25	384.2072994709015
0	25000000.0	0.0	504.88693404197693
0	25000000.0	0.01	487.5079085826874
0	25000000.0	0.05	462.5334122180939
0	25000000.0	0.1	378.867990732193
0	25000000.0	0.25	392.2280070781708
0	50000000.0	0.0	618.0514311790466
0	50000000.0	0.01	656.389014005661
0	50000000.0	0.05	567.1606624126434
0	50000000.0	0.1	373.22111439704895
0	50000000.0	0.25	397.4179685115814
0	100000000.0	0.0	585.7092599868774
0	100000000.0	0.01	542.9210801124573
0	100000000.0	0.05	538.5503571033478
0	100000000.0	0.1	367.9787230491638
0	100000000.0	0.25	348.2728900909424
