	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1078.5515933036804
0	5000000.0	0.01	1088.3349285125732
0	5000000.0	0.05	1024.4783885478973
0	5000000.0	0.1	710.2553668022156
0	5000000.0	0.25	641.5320525169373
0	10000000.0	0.0	983.1244637966156
0	10000000.0	0.01	1007.2512662410736
0	10000000.0	0.05	1081.6394457817078
0	10000000.0	0.1	688.5631184577942
0	10000000.0	0.25	658.4294629096985
0	25000000.0	0.0	1149.7089874744415
0	25000000.0	0.01	1013.3575460910797
0	25000000.0	0.05	1058.9881744384766
0	25000000.0	0.1	656.6162197589874
0	25000000.0	0.25	600.0561418533325
0	50000000.0	0.0	1035.9605236053467
0	50000000.0	0.01	901.2768957614899
0	50000000.0	0.05	739.9883048534393
0	50000000.0	0.1	503.60581731796265
0	50000000.0	0.25	462.68774819374084
0	100000000.0	0.0	734.0464010238647
0	100000000.0	0.01	607.5314571857452
0	100000000.0	0.05	569.0968005657196
0	100000000.0	0.1	405.5471420288086
0	100000000.0	0.25	408.0586025714874
