chromhmm_state1	chromhmm_state2	count
		54297
	Enh	31411
	Het	189412
	Polyc	74398
	Prom	17214
	Tx	46838
	ZNF	7775
Enh		31526
Enh	Enh	2436337
Enh	Het	3901369
Enh	Polyc	2805059
Enh	Prom	975764
Enh	Tx	2964249
Enh	ZNF	257018
Het		199507
Het	Enh	4120966
Het	Het	32208166
Het	Polyc	9073838
Het	Prom	1853817
Het	Tx	6006025
Het	ZNF	571912
Polyc		71235
Polyc	Enh	2781495
Polyc	Het	8590550
Polyc	Polyc	7159772
Polyc	Prom	1334058
Polyc	Tx	3991666
Polyc	ZNF	339386
Prom		15451
Prom	Enh	938262
Prom	Het	1694374
Prom	Polyc	1300564
Prom	Prom	530254
Prom	Tx	1355272
Prom	ZNF	126352
Tx		46396
Tx	Enh	2964240
Tx	Het	5657911
Tx	Polyc	4033434
Tx	Prom	1402847
Tx	Tx	4754039
Tx	ZNF	384038
ZNF		6250
ZNF	Enh	232650
ZNF	Het	489403
ZNF	Polyc	311880
ZNF	Prom	118385
ZNF	Tx	351549
ZNF	ZNF	81151
