	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	661.9827692508698
0	5000000.0	0.01	625.5039296150208
0	5000000.0	0.05	546.3060433864594
0	5000000.0	0.1	365.9200642108917
0	5000000.0	0.25	340.83247470855713
0	10000000.0	0.0	562.633702993393
0	10000000.0	0.01	651.6877355575562
0	10000000.0	0.05	552.145947933197
0	10000000.0	0.1	469.49476623535156
0	10000000.0	0.25	373.39213943481445
0	25000000.0	0.0	595.5372257232666
0	25000000.0	0.01	536.867104768753
0	25000000.0	0.05	521.7085597515106
0	25000000.0	0.1	470.0380437374115
0	25000000.0	0.25	511.63814067840576
0	50000000.0	0.0	740.7750685214996
0	50000000.0	0.01	602.5007228851318
0	50000000.0	0.05	514.6612474918365
0	50000000.0	0.1	465.32662081718445
0	50000000.0	0.25	491.2958822250366
0	100000000.0	0.0	721.7601573467255
0	100000000.0	0.01	559.506795167923
0	100000000.0	0.05	387.05423498153687
0	100000000.0	0.1	355.40672969818115
0	100000000.0	0.25	360.5035665035248
