	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1165.7925307750702
0	5000000.0	0.01	1195.5738928318024
0	5000000.0	0.05	1064.8607454299927
0	5000000.0	0.1	1044.0694994926453
0	5000000.0	0.25	731.2196152210236
0	10000000.0	0.0	1149.588255405426
0	10000000.0	0.01	1200.0272114276886
0	10000000.0	0.05	1148.7834889888763
0	10000000.0	0.1	1144.8838624954224
0	10000000.0	0.25	759.9864308834076
0	25000000.0	0.0	1289.1931266784668
0	25000000.0	0.01	1225.4098563194275
0	25000000.0	0.05	1125.4519975185394
0	25000000.0	0.1	915.1097888946533
0	25000000.0	0.25	630.0277092456818
0	50000000.0	0.0	986.5073335170746
0	50000000.0	0.01	897.9034972190857
0	50000000.0	0.05	735.6390857696533
0	50000000.0	0.1	483.05449867248535
0	50000000.0	0.25	468.54392552375793
0	100000000.0	0.0	741.0810930728912
0	100000000.0	0.01	703.8199458122253
0	100000000.0	0.05	635.4856326580048
0	100000000.0	0.1	476.7513792514801
0	100000000.0	0.25	437.3181607723236
