	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	540.1862044334412
0	5000000.0	0.01	556.11075258255
0	5000000.0	0.05	512.6389091014862
0	5000000.0	0.1	371.38932156562805
0	5000000.0	0.25	336.6339180469513
0	10000000.0	0.0	440.44375681877136
0	10000000.0	0.01	446.26766753196716
0	10000000.0	0.05	488.3258788585663
0	10000000.0	0.1	406.97146129608154
0	10000000.0	0.25	390.4455819129944
0	25000000.0	0.0	525.9648923873901
0	25000000.0	0.01	486.81332182884216
0	25000000.0	0.05	451.9352066516876
0	25000000.0	0.1	331.4567017555237
0	25000000.0	0.25	365.8327066898346
0	50000000.0	0.0	622.0708236694336
0	50000000.0	0.01	634.0549852848053
0	50000000.0	0.05	547.3482804298401
0	50000000.0	0.1	358.38415455818176
0	50000000.0	0.25	373.3998363018036
0	100000000.0	0.0	601.8443913459778
0	100000000.0	0.01	579.0185942649841
0	100000000.0	0.05	474.29571509361267
0	100000000.0	0.1	386.5642931461334
0	100000000.0	0.25	363.125417470932
