	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1264.6842982769012
0	5000000.0	0.01	1256.9637246131897
0	5000000.0	0.05	1102.4790930747986
0	5000000.0	0.1	1112.2301180362701
0	5000000.0	0.25	756.1385865211487
0	10000000.0	0.0	1195.7762019634247
0	10000000.0	0.01	1348.8745770454407
0	10000000.0	0.05	1238.467575788498
0	10000000.0	0.1	1155.5322411060333
0	10000000.0	0.25	741.1945674419403
0	25000000.0	0.0	1436.7765383720398
0	25000000.0	0.01	1226.2304289340973
0	25000000.0	0.05	1149.8532783985138
0	25000000.0	0.1	898.1287734508514
0	25000000.0	0.25	628.0720191001892
0	50000000.0	0.0	953.3256297111511
0	50000000.0	0.01	821.9983811378479
0	50000000.0	0.05	713.2614524364471
0	50000000.0	0.1	504.7190456390381
0	50000000.0	0.25	484.9396243095398
0	100000000.0	0.0	788.5512344837189
0	100000000.0	0.01	737.5466523170471
0	100000000.0	0.05	695.3969268798828
0	100000000.0	0.1	456.10153889656067
0	100000000.0	0.25	389.33761525154114
