	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1317.2184426784515
0	5000000.0	0.01	1299.1690471172333
0	5000000.0	0.05	1168.618426322937
0	5000000.0	0.1	834.7360417842865
0	5000000.0	0.25	739.5645592212677
0	10000000.0	0.0	1220.4439525604248
0	10000000.0	0.01	1351.2115802764893
0	10000000.0	0.05	1250.7046465873718
0	10000000.0	0.1	865.3943076133728
0	10000000.0	0.25	737.3876564502716
0	25000000.0	0.0	1302.7520921230316
0	25000000.0	0.01	1216.7216427326202
0	25000000.0	0.05	1182.307204246521
0	25000000.0	0.1	689.4642724990845
0	25000000.0	0.25	642.1466510295868
0	50000000.0	0.0	999.8990709781647
0	50000000.0	0.01	893.4570112228394
0	50000000.0	0.05	701.0286893844604
0	50000000.0	0.1	463.5648057460785
0	50000000.0	0.25	443.25611114501953
0	100000000.0	0.0	781.8284010887146
0	100000000.0	0.01	718.1710288524628
0	100000000.0	0.05	634.3068087100983
0	100000000.0	0.1	506.93518686294556
0	100000000.0	0.25	447.0319833755493
