	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	676.904039144516
0	5000000.0	0.01	623.734977722168
0	5000000.0	0.05	577.7172250747681
0	5000000.0	0.1	362.16960763931274
0	5000000.0	0.25	344.9648745059967
0	10000000.0	0.0	577.4167704582214
0	10000000.0	0.01	641.6006734371185
0	10000000.0	0.05	600.1812381744385
0	10000000.0	0.1	420.60127902030945
0	10000000.0	0.25	377.6695740222931
0	25000000.0	0.0	602.8285479545593
0	25000000.0	0.01	589.63139295578
0	25000000.0	0.05	546.575314283371
0	25000000.0	0.1	479.95106768608093
0	25000000.0	0.25	493.49079036712646
0	50000000.0	0.0	732.0505261421204
0	50000000.0	0.01	649.8333866596222
0	50000000.0	0.05	532.2903017997742
0	50000000.0	0.1	464.4408869743347
0	50000000.0	0.25	459.8802387714386
0	100000000.0	0.0	678.7993805408478
0	100000000.0	0.01	559.293582201004
0	100000000.0	0.05	390.1008379459381
0	100000000.0	0.1	354.57140612602234
0	100000000.0	0.25	340.794175863266
