	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	724.7471361160278
0	5000000.0	0.01	678.0471625328064
0	5000000.0	0.05	585.5374341011047
0	5000000.0	0.1	489.6037964820862
0	5000000.0	0.25	423.34086441993713
0	10000000.0	0.0	691.8440337181091
0	10000000.0	0.01	668.3088705539703
0	10000000.0	0.05	640.1008579730988
0	10000000.0	0.1	522.855747461319
0	10000000.0	0.25	428.09099864959717
0	25000000.0	0.0	623.4122278690338
0	25000000.0	0.01	731.8590888977051
0	25000000.0	0.05	793.4772505760193
0	25000000.0	0.1	608.1473886966705
0	25000000.0	0.25	447.41556453704834
0	50000000.0	0.0	732.7103412151337
0	50000000.0	0.01	757.7002539634705
0	50000000.0	0.05	757.432669878006
0	50000000.0	0.1	468.6553018093109
0	50000000.0	0.25	395.1340219974518
0	100000000.0	0.0	616.7476353645325
0	100000000.0	0.01	554.3606977462769
0	100000000.0	0.05	508.2406597137451
0	100000000.0	0.1	372.6208028793335
0	100000000.0	0.25	337.20198011398315
