	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	1754.1340868473053
0	5000000.0	0.01	1692.291448354721
0	5000000.0	0.05	1568.3972344398499
0	5000000.0	0.1	1417.219878435135
0	5000000.0	0.25	1267.0838401317596
0	10000000.0	0.0	1802.1615834236145
0	10000000.0	0.01	1630.8892481327057
0	10000000.0	0.05	1624.85573720932
0	10000000.0	0.1	1437.7906398773193
0	10000000.0	0.25	1021.8730704784393
0	25000000.0	0.0	1397.6480085849762
0	25000000.0	0.01	1192.5563824176788
0	25000000.0	0.05	918.3473587036133
0	25000000.0	0.1	661.779393196106
0	25000000.0	0.25	699.6682617664337
0	50000000.0	0.0	1012.8540585041046
0	50000000.0	0.01	950.813071012497
0	50000000.0	0.05	775.266524553299
0	50000000.0	0.1	513.4015498161316
0	50000000.0	0.25	486.85203218460083
0	100000000.0	0.0	841.672461271286
0	100000000.0	0.01	680.6641607284546
0	100000000.0	0.05	644.6103661060333
0	100000000.0	0.1	421.93266677856445
0	100000000.0	0.25	372.5093283653259
