	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	729.7992427349091
0	5000000.0	0.01	663.3600454330444
0	5000000.0	0.05	578.3339719772339
0	5000000.0	0.1	470.4565341472626
0	5000000.0	0.25	396.94737792015076
0	10000000.0	0.0	668.7082183361053
0	10000000.0	0.01	663.9785351753235
0	10000000.0	0.05	607.9226608276367
0	10000000.0	0.1	528.3505382537842
0	10000000.0	0.25	459.0257430076599
0	25000000.0	0.0	590.5077908039093
0	25000000.0	0.01	704.6280217170715
0	25000000.0	0.05	760.3711812496185
0	25000000.0	0.1	592.4164164066315
0	25000000.0	0.25	464.70442366600037
0	50000000.0	0.0	719.5797252655029
0	50000000.0	0.01	734.4309222698212
0	50000000.0	0.05	704.6800508499146
0	50000000.0	0.1	470.7359013557434
0	50000000.0	0.25	427.44348216056824
0	100000000.0	0.0	579.0250341892242
0	100000000.0	0.01	576.8442854881287
0	100000000.0	0.05	516.2124743461609
0	100000000.0	0.1	382.31094098091125
0	100000000.0	0.25	371.2700583934784
