	distance_thr	counts_thr	time (s)
0	5000000.0	0.0	739.6654133796692
0	5000000.0	0.01	710.8867273330688
0	5000000.0	0.05	682.4519455432892
0	5000000.0	0.1	694.5043585300446
0	5000000.0	0.25	519.3052687644958
0	10000000.0	0.0	775.7443742752075
0	10000000.0	0.01	679.8292436599731
0	10000000.0	0.05	664.1737382411957
0	10000000.0	0.1	639.8087301254272
0	10000000.0	0.25	500.22309255599976
0	25000000.0	0.0	875.2192966938019
0	25000000.0	0.01	911.9517023563385
0	25000000.0	0.05	850.0828566551208
0	25000000.0	0.1	538.3718430995941
0	25000000.0	0.25	503.4246096611023
0	50000000.0	0.0	869.4127209186554
0	50000000.0	0.01	881.5637736320496
0	50000000.0	0.05	848.8803126811981
0	50000000.0	0.1	505.11822271347046
0	50000000.0	0.25	497.23246669769287
0	100000000.0	0.0	838.0235502719879
0	100000000.0	0.01	789.7142221927643
0	100000000.0	0.05	698.2041375637054
0	100000000.0	0.1	450.2694163322449
0	100000000.0	0.25	452.72054839134216
